报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),709298,593607,725830,859793,626800,502250,568248,723659,1201109,549830,611835,513683,406573,413967,459977,537172,550165,449174,424327,592460,906630,747340,727636,722095,549712,618001,766178,829024,557083,465121,501644,548230,482645,413996,466162,431414,543923,503949,566344,720147,223660,198949,105352,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
交易性金融资产(万元),408641,255393,249940,247470,275271,125178,125486,85787,61545,54835,40393,57050,46199,31225,68827,67584,54511,47594,106197,68678,73203,67094,41407,34589,35131,26403,48034,68326,45196,38838,24556,22644,21666,14420,14700,13149,6201,2934,6339,12616,10688,8000,610,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收票据(万元),144267,151938,162552,152185,81525,87576,71338,42161,19259,26437,29833,29740,49000,53848,54422,53334,52336,78085,97578,41413,21563,57550,75968,74800,45447,57470,58330,37586,33459,32663,24036,20467,10573,14467,9364,15412,13884,26654,20549,16132,5235,1311,769,
应收账款(万元),157504,129286,104554,84911,75643,78307,62242,95326,162474,86468,124117,166504,134347,122808,84467,92286,86360,51935,70911,136026,110255,84149,63918,108084,77176,48911,73272,56240,48068,66909,45407,64030,55173,42783,41231,44141,48580,32213,30372,40116,29387,18087,6167,
预付款项(万元),144631,134414,137956,160140,118101,86977,97560,120251,86521,84247,93835,79934,69690,64997,125024,112822,66731,92109,122068,112377,113311,95798,108496,82979,144449,169152,48357,87073,69493,63189,78298,67208,51463,34903,59819,35365,45542,32371,76641,70813,34039,27531,10819,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,184,0,0,0,
其他应收款(万元),129951,115300,97934,111143,94248,99721,173509,147297,150771,121564,104055,128419,150762,126655,169282,178765,144712,179158,195869,165582,190466,152488,90585,176593,99566,98730,82350,49130,76254,79201,48327,45686,40797,42469,38468,50371,41883,38290,40902,50436,29466,17405,8401,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
存货(万元),1118796,1108983,1288796,1207942,1278370,1200263,1038262,990413,1077972,1095132,1011225,1020446,1019527,1035392,1072472,1002629,874478,820003,951543,998733,1215044,1160249,1017629,833980,832762,716030,460494,405964,385817,348268,307272,279182,282299,263762,185503,170297,149613,159351,187513,141667,104425,93951,30258,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),22777,25778,751,35582,36379,36649,3150,3150,2860,45804,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,1,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
其他流动资产(万元),141164,352802,222461,259851,199561,197100,135345,121737,132435,115168,108516,92472,111183,112932,95149,117515,92259,75121,110185,66944,52009,68701,134452,85857,67719,58491,18425,15584,13019,11867,43993,76500,76719,69318,11280,24723,18322,9442,12398,14407,5614,2671,5142,
流动资产合计(万元),2977029,2867501,2990775,3119016,2785898,2414021,2275139,2329779,2894947,2179485,2195539,2159978,1987281,1961823,2129620,2162108,1921552,1793179,2078678,2182212,2682481,2433370,2260090,2118976,1851964,1793188,1555441,1548927,1228389,1106057,1073533,1123948,1021336,896117,826527,784871,867948,805204,941057,1066518,442512,367905,167518,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
可供出售金融资产(万元),--,77820,121286,124061,137319,107650,117263,122762,107591,97201,112019,128735,90637,49529,42628,42737,11753,34362,90738,32904,41725,57601,82954,83465,96591,93801,220532,218163,196921,205897,61591,50961,38445,38386,10281,18393,8379,6349,15238,30162,30153,13900,1376,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,136109,136109,--,0,0,0,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,63,0,0,0,
长期股权投资(万元),691682,679735,695085,720798,723889,790903,732310,730810,698347,694112,524678,530678,537976,534635,522536,535752,540788,503415,448184,451486,430309,441065,455172,460803,476169,320393,307057,297681,279602,267380,223543,195577,181835,168807,183765,168044,173933,172653,183357,177249,178084,90329,44422,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,160457,0,22240,
投资性房地产(万元),34508,35054,19677,19935,20193,19329,16028,16421,16656,16840,17025,17196,17373,17428,10934,11037,11141,11244,4757,4807,4857,4907,4952,5003,5055,5106,5157,5208,5259,5310,5361,5412,5464,5515,5452,5503,5553,5721,5635,5685,5833,0,0,
固定资产原值(万元),--,4792591,--,4754196,--,4700141,--,4127951,--,4063554,--,3338763,--,3357677,--,2943717,--,2647640,--,2241739,--,2081492,--,1683068,--,1430367,--,1233090,--,1187140,--,1095988,--,1000961,0,815510,--,745799,--,571400,544334,353703,--,
累计折旧(万元),--,1601250,--,1471753,--,1369700,--,1197056,--,1083262,--,943382,--,846328,--,775377,--,680609,--,576913,--,508262,--,458143,--,402687,--,367319,--,327829,--,301182,--,264336,0,240366,--,183629,--,131375,133914,73343,--,
固定资产净值(万元),--,3191340,--,3282443,--,3330442,--,2930895,--,2980291,--,2395381,--,2511350,--,2168341,--,1967031,--,1664826,--,1573230,--,1224925,--,1027681,--,865771,--,859311,--,794807,--,736626,0,575144,--,562170,--,440025,410419,280360,--,
固定资产减值准备(万元),--,177720,--,92865,--,77381,--,44309,--,44356,--,13175,--,10997,--,20904,--,31698,--,14034,--,13684,--,13149,--,13149,--,23558,--,14854,--,5945,--,2594,0,1056,--,1056,--,119,119,79,95,
固定资产(万元),2912031,3013620,3121002,3189578,3177625,3253061,3077315,2886586,2891106,2935935,2501071,2382206,2479625,2500352,2221424,2147436,1898881,1935333,1848322,1650791,1597046,1559546,1321321,1211777,1181633,1014532,874391,842214,862486,844457,826129,788862,772003,734032,601381,574089,551400,561115,480687,439907,410301,280281,138735,
在建工程(万元),348312,312230,425314,372633,446752,398484,564387,713305,718646,616076,1036474,959697,817815,796479,974649,966141,1077068,998620,919990,978534,900282,839460,919534,846989,758054,789853,674486,553907,441817,399939,354717,287168,266615,257484,350626,317854,283951,250024,240387,227655,175174,141393,76976,
工程物资(万元),20181,17427,18982,17249,16496,19411,19107,38944,28201,24014,15279,15052,17616,27401,25106,21060,19887,18970,20589,19801,18757,13650,34662,28711,37833,33385,54497,15238,14826,11316,8973,7961,7942,13585,10605,17085,14211,14792,16895,15461,14897,13958,24174,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,-150,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
无形资产(万元),980669,990353,1010027,1024221,1016461,1025701,1020860,1001913,1019796,1028397,919585,917515,924596,938513,912653,917095,844760,849832,851050,851851,870226,853592,797144,740999,718242,713819,587932,541339,527164,529292,520233,508612,513720,517700,552946,554971,459791,411213,292980,207164,177221,98528,58919,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
商誉(万元),46360,46360,46360,46360,46360,46360,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,49676,64110,33898,33898,33898,33898,33898,38330,38330,42358,43547,43577,43740,53489,53490,33767,32798,51567,49574,33913,13414,6567,
长期待摊费用(万元),109336,111476,99876,104124,93877,118596,115634,113411,112214,108422,107516,102538,102845,112609,123145,113907,109742,109371,112904,100850,91281,80010,95105,81068,80628,76991,86779,77221,70040,75255,60219,55107,55694,58038,52194,58174,57613,58457,54120,54707,48380,24978,7510,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,
递延所得税资产(万元),83347,84011,89927,94202,93208,87358,74695,94206,91790,79321,73989,72597,76702,86741,68949,79756,73885,79518,68068,66588,52011,57477,65236,52189,42012,43436,36175,22544,17345,19397,9316,9646,9933,8810,7331,7309,7097,7119,2234,1972,2992,5194,0,
其他非流动资产(万元),691655,695940,727614,655391,620609,640896,636380,651619,629263,561924,529242,439873,413483,440773,358663,352695,313203,306319,312180,329523,397302,345087,370061,389834,372971,313618,404656,395964,336269,337494,329965,281261,224307,222401,225704,229835,251996,296310,238267,283761,0,85428,0,
非流动资产合计(万元),6119500,6064025,6375151,6368552,6392789,6507749,6423655,6419654,6363285,6211919,5886553,5615765,5528344,5554136,5310363,5237293,4950784,4896660,4726458,4536811,4453473,4302072,4210252,3934737,3803086,3438832,3285561,3003376,2790059,2734067,2578513,2370221,2119536,2068497,2053773,2004746,1847691,1816551,1581217,1493360,1237404,767403,380919,
