报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),7995,24721,15883,12464,12031,23579,20829,11772,11623,24432,37072,2393,4323,4587,11403,11713,10500,12781,12379,13889,13709,14757,16484,15962,15476,16518,18161,18212,3589,2565,4665,2607,2958,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),95,--,--,--,--,--,--,--,--,--,91,106,130,178,153,162,155,225,224,80,22,--,13,--,--,--,66,64,33,0,0,0,0,
应收账款(万元),98142,97417,64455,76299,69956,67815,59380,69107,65634,50693,37758,26222,22888,18741,3777,4114,5067,4567,3935,3429,3054,3068,3426,3715,4255,4069,4233,4386,4335,4109,4544,2554,949,
预付款项(万元),49591,37541,23822,23825,21460,21217,15356,10459,6837,6343,4062,1076,1669,1619,246,570,453,556,478,798,775,684,611,872,864,811,564,1088,223,453,158,279,222,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
