报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),92559,87222,94221,62807,66367,41109,76105,33728,35674,35209,58634,42644,79868,81684,91653,98135,158647,169919,141763,151562,154651,153667,164838,114375,170569,149421,191663,165183,180938,132473,141722,120942,42420,40304,40960,16126,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,60,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),100,--,49,148,160,538,800,965,1524,--,1258,60,680,238,1175,2255,740,1740,210,1006,10,--,--,300,258,--,550,60,406,210,1015,6352,7693,150,4270,1090,
应收账款(万元),2652,1487,2979,4763,3617,835,5009,11532,16441,15560,18779,20308,28684,40592,68080,889,7168,922,667,8,5453,5,5,5,4538,7,23,21,6,11,5,27,131,16,160,144,
预付款项(万元),41191,32030,86984,35698,52419,68798,36614,46716,83055,80575,63486,62114,47146,45106,49322,64857,20369,35481,41156,13829,29249,51885,25940,27573,29770,50141,25863,38436,31363,38713,50705,49102,56893,66565,30856,16785,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
