报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),233750,245183,214060,293207,249130,358410,239422,231970,220031,432394,77300,74099,77399,86431,30532,24991,18378,20423,28053,48231,21519,12807,12843,9747,9376,15184,12250,12215,8847,12986,11023,22821,22196,21421,16908,17983,23917,27997,32873,32557,38078,34934,35969,35064,38853,2990,8634,9586,4174,3306,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,245,354,309,229,244,--,0,--,0,10,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),77333,80676,--,88855,99091,144873,53978,52124,61431,56975,31110,35298,22647,38216,15118,8769,6042,15311,5880,11817,6667,8315,5388,7460,8904,10082,8127,10711,8884,16047,7163,6842,4107,7168,6746,4487,4953,5696,5597,4836,3423,6456,7056,4808,3964,6194,2281,2471,2198,1481,
应收账款(万元),738452,778850,--,633080,563060,433466,457891,386718,323423,297508,297017,225270,179916,161053,155513,88469,69838,55976,81118,56475,46777,3616,4334,3961,3721,2486,3695,2845,5622,2567,3400,2674,4286,1776,2407,2215,3334,1238,2250,2282,3223,2315,3906,2228,2463,1432,1982,919,1297,872,
预付款项(万元),70511,63891,116048,74748,70460,60614,40577,30947,59922,31691,62959,44758,36118,18208,23685,27813,22458,16651,21033,16024,15044,4859,13073,12605,11545,11556,13421,12939,12659,13007,10918,6404,14671,9136,12048,14523,8727,7115,17521,14375,9887,8143,8075,3329,3118,2919,3665,3263,3955,2639,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,
