报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),46461,48912,57346,35833,43565,50168,61447,39691,32281,34276,54883,27431,28034,34254,48788,25353,27325,28487,33883,21064,21908,24615,33127,20526,18941,17666,25544,15920,18667,21499,21867,22038,21571,29977,34115,14447,12236,10398,8313,5789,5880,6923,6103,7325,6022,7487,15445,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
交易性金融资产(万元),32,45,--,55,--,--,--,--,--,--,6,174,114,31,234,170,1,75,229,206,192,167,156,16,5,47,8,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,400,--,--,--,--,--,--,--,--,--,--,--,19,--,--,--,--,--,98,--,488,586,276,--,--,--,--,0,--,291,--,0,--,0,--,--,--,--,37,99,109,46,
应收账款(万元),27662,20409,13763,23536,25392,19944,15755,18755,19340,18594,14697,28681,31212,27150,18404,27545,27536,27832,19508,27583,29373,29901,19324,26394,24677,25294,17369,25752,21664,19617,16524,21560,22234,18528,15668,15689,12892,12246,12827,12263,17967,18043,11388,12131,12383,13901,8558,
预付款项(万元),809,996,1005,668,391,309,469,600,586,841,411,1388,1845,1719,1335,2901,1516,3204,1560,3736,1608,4131,1365,4756,5093,3284,2168,2910,4055,3445,2341,2129,2047,1274,845,1670,1493,1406,1159,1111,869,765,604,2800,2082,1834,433,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
应收利息(万元),22,22,70,--,--,--,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,15,--,0,--,0,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,39,44,40,41,47,47,45,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
其他应收款(万元),2783,2484,3753,3277,3586,3408,3507,4566,3704,3951,2677,3112,2466,2821,2922,3258,2497,2058,2674,3142,2929,2872,4086,4402,3347,2822,3344,4785,4756,3612,3324,2046,2808,2135,1109,1456,1315,1957,1003,2511,993,2419,608,1876,1203,694,339,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
存货(万元),46443,42286,36671,44068,43394,44101,39513,55076,52733,54758,42621,56699,53648,50579,44648,49068,47387,47126,43507,45297,40006,40642,41109,47793,40136,42852,40983,44397,42253,40150,35532,34146,23309,20364,16290,17735,16977,19984,20037,24669,20263,20401,19828,21162,18573,18113,16133,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,8,13,21,23,23,23,--,0,--,0,--,--,--,--,--,8,4,0,
其他流动资产(万元),2582,2572,3137,1983,1918,2882,1928,2101,1395,143,1505,1801,2663,1395,1776,--,--,0,1741,--,--,--,844,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,
