报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),46290,34610,26767,31942,32183,24129,21044,19542,24681,23219,27077,26610,55827,21769,20322,21275,36755,19612,19582,32261,27144,91889,88954,87366,101801,115078,117069,126663,133525,7161,9190,10451,5854,6651,2117,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),10447,12035,12999,12303,12161,14854,14736,15146,14998,17734,13630,19875,4045,--,--,--,--,45,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),41264,41904,37759,44090,32752,24107,25313,25459,15814,22825,25514,25115,24666,25335,23985,21879,21857,19281,16831,16579,14129,20454,18672,14815,7636,7262,12163,6807,6665,4832,5666,3715,4693,8608,5432,
应收账款(万元),67155,78915,65464,59074,61255,64439,45348,45110,47169,45982,35029,44423,43823,42070,38089,41436,39424,42038,33853,35314,32179,31573,29032,31786,25780,24158,20560,22427,20482,18820,17371,21274,17749,8059,13178,
预付款项(万元),5650,4978,7995,7457,7424,6415,7953,5181,5472,3717,3234,2348,1984,1235,2226,2571,14629,11097,16254,9596,11130,8176,10398,9279,9244,9134,13196,10262,7497,2812,10389,9281,3239,647,704,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),1712,110,--,--,--,41,101,106,82,197,323,295,98,157,98,413,134,1213,886,674,235,609,311,517,281,531,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),58,50,108,55,76,62,255,42,63,110,58,215,90,49,178,209,84,69,81,31,36,41,41,23,20,21,15,15,14,4,9,2,10,15,85,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
