报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),9961,5123,5162,6281,7322,5355,4761,18354,18040,17785,17392,17725,18457,16039,3899,3865,5284,3596,5318,3633,4471,5356,6342,8202,7713,9708,6397,5485,6162,6742,8271,7043,11088,6006,7966,7371,7491,8588,5579,4982,7200,7977,7632,6922,4612,3874,4453,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
交易性金融资产(万元),8,9,10,11,11,11,11,11,10,10,13,15,22,13,13,9,7,7,8,9,8,11,12,11,12,14,14,14,16,18,18,16,14,19,21,18,27,21,16,24,30,54,22,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,--,
应收票据(万元),4588,7483,11779,7462,5661,7920,9526,7721,6304,5384,12634,5595,4560,4517,9506,6777,8065,8134,14057,8581,7577,4855,8581,5972,4011,3783,10585,6420,7182,4859,8756,3811,2081,2207,5788,3331,1954,2278,4807,3482,2277,1953,4104,2153,2226,1918,3331,
应收账款(万元),21594,16458,14185,23002,20276,15667,14211,24262,23199,19910,14027,20545,17193,13865,11148,15143,13643,11563,7804,12329,11055,10749,9936,13139,11377,11128,8627,12173,10783,10592,7563,11417,10944,14544,11811,15680,13736,11731,9750,13340,12512,12128,8744,12509,12306,11347,8760,
预付款项(万元),335,494,356,474,377,149,156,346,357,573,327,566,339,203,301,249,792,341,449,306,414,369,404,1352,5144,4322,502,490,361,226,195,375,254,806,658,673,399,298,1381,367,432,510,445,521,437,469,340,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
其他应收款(万元),482,403,319,202,344,577,3096,3206,3652,3692,428,990,1829,1899,384,431,446,366,528,500,531,1189,656,812,814,468,286,517,435,623,213,310,224,1157,525,1031,1094,1018,642,1267,1150,1686,808,1616,1873,2265,2214,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
存货(万元),15684,15134,14356,13884,13566,14633,12897,12121,10885,11902,12095,12595,12547,13639,10897,12276,11765,11587,9678,11532,13592,14866,12407,11454,12775,12705,11384,13672,13435,13420,11103,12243,12900,15679,12397,12865,11721,13395,12565,12885,12547,12294,11281,12391,11012,11415,10553,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
其他流动资产(万元),948,1001,817,827,1003,883,751,904,851,792,684,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,1,3,5,1,1,30,5,8,1,4,10,9,19,10,14,15,24,
流动资产合计(万元),53600,46103,46983,52143,48558,45195,45408,66925,63298,60047,57600,58032,54948,50174,36148,38750,40002,35595,37841,36890,37648,37396,38339,40943,41846,42128,37796,38771,38373,36486,36119,35217,37510,40418,39167,41000,36427,37337,34742,36352,36159,36611,33054,36122,32480,31304,29676,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,0,1173,1173,1173,1173,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,0,0,--,
