报告日期,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),76968,67492,43294,23013,20226,7760,3734,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),730,745,208,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),2100,2107,2081,2458,2180,1927,200,
应收账款(万元),84355,55327,44416,18897,22085,17039,7317,
预付款项(万元),1181,1037,877,370,518,382,143,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1703,3704,3905,415,782,790,494,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),31564,26531,23318,11151,10949,7982,4827,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),2831,435,415,422,865,--,2987,
流动资产合计(万元),201431,157379,118513,56727,57605,35880,19702,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,600,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),660,677,632,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),21644,20428,18471,--,14250,10899,--,
累计折旧(万元),6736,6201,5081,--,3471,2625,--,
固定资产净值(万元),14908,14227,13390,--,10779,8274,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),14908,14227,13390,11055,10779,8274,8201,
在建工程(万元),2972,1296,103,--,--,2,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),4101,4147,4150,35,43,2,--,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),142,142,142,142,142,142,--,
长期待摊费用(万元),539,549,607,160,30,24,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1017,1111,886,382,298,218,65,
其他非流动资产(万元),5035,1146,125,232,381,--,--,
非流动资产合计(万元),29373,23295,20035,12605,11673,8662,8266,
资产总计(万元),230804,180675,138548,69332,69278,44542,27967,
短期借款(万元),5000,5000,5000,1064,3577,1185,5588,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),11,6,12,6,13,21,1,
应付账款(万元),59579,41073,28038,14918,14288,14865,6939,
预收账款(万元),3103,4326,3846,1323,1413,116,439,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),5432,4190,4487,1164,1964,1357,799,
应交税费(万元),6527,5766,6158,2674,1898,1220,233,
应付利息(万元),5,5,6,7,14,10,23,
应付股利(万元),--,--,--,3875,--,876,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1162,1221,1127,931,1041,775,30,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),80819,61586,48674,25962,24207,20425,14052,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),156,169,190,244,257,286,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),5611,5296,4697,2534,2213,669,385,
非流动负债合计(万元),5768,5465,4887,2778,2470,955,385,
负债合计(万元),86586,67052,53561,28741,26677,21380,14437,
实收资本(或股本)(万元),38016,38016,23760,23760,7920,7920,3600,
资本公积(万元),9388,9388,9388,5004,6158,601,600,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),8426,8426,8426,4361,4245,2665,1530,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),87310,56756,42437,7441,24246,11961,7779,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),142998,112486,83914,40567,42577,23142,13504,
少数股东权益(万元),1220,1137,1073,24,25,20,26,
所有者权益(或股东权益)合计(万元),144218,113623,84987,40591,42601,23162,13531,
负债和所有者权益(或股东权益)总计(万元),230804,180675,138548,69332,69278,44542,27967,		
  
