报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),154517,144618,138831,130744,192260,160373,122765,115186,212670,128088,198364,227736,222690,146010,117067,163192,140550,185657,152815,144050,168473,185795,114472,145283,135186,137036,164927,144300,159044,174343,148863,153221,213405,173759,174593,154178,149421,171693,146224,110523,111443,89069,97415,115632,102701,169703,153135,125866,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,0,--,--,
交易性金融资产(万元),11227,14612,16228,16093,19443,18772,19610,20182,18907,11498,12725,--,8847,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,9,0,0,--,0,0,0,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,150,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,0,0,0,--,0,0,0,0,0,
应收账款(万元),2361,1831,1108,1127,482,331,345,557,1640,1281,1642,764,402,727,486,793,1389,525,785,719,4909,5736,4234,2146,1389,2268,1869,560,1248,665,607,698,1148,998,4299,3142,1456,948,1029,117,154,2,69,0,806,0,0,5,
预付款项(万元),13192,15110,16389,10225,30691,26560,26826,20125,26381,23680,30038,19178,16423,40286,70427,55724,86426,67400,225456,177274,268602,236286,218660,178176,183818,171221,167052,129944,122572,87318,59202,50557,23327,23185,44540,85932,19819,13090,12889,19441,12342,8410,20845,17463,113142,19227,38087,50149,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,0,0,--,--,
应收利息(万元),3,--,--,13,--,--,19,19,--,--,1,46,0,--,--,28,--,--,16,28,3,0,16,75,--,10,0,40,--,--,--,--,--,0,0,0,0,0,--,0,0,0,--,0,0,0,0,0,
应收股利(万元),--,300,--,--,--,1483,--,--,--,927,--,--,23,326,--,--,--,400,--,--,0,1200,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,0,0,0,--,0,0,0,0,0,
