报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),4390,5076,5636,4639,2544,1431,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),137,636,524,1182,1134,212,
应收账款(万元),10466,9676,8731,7980,7679,6077,
预付款项(万元),241,235,107,154,177,271,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),25,15,23,638,200,248,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),3285,2751,2383,2287,2262,2052,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),156,127,108,--,--,66,
流动资产合计(万元),18701,18517,17512,16880,13997,10358,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),151,151,151,151,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,27707,27588,--,--,--,
累计折旧(万元),--,11880,11128,--,--,--,
固定资产净值(万元),--,15828,16460,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),15578,15828,16460,10935,11429,10312,
在建工程(万元),401,325,--,1825,--,163,
工程物资(万元),--,--,--,--,--,17,
固定资产清理(万元),--,--,--,1,2,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2727,2742,2774,2151,2201,2187,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),216,217,211,177,126,138,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),19073,19264,19596,15241,13758,12817,
资产总计(万元),37774,37781,37107,32122,27755,23175,
短期借款(万元),--,--,1500,--,3500,3700,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),3070,3828,3621,2204,1876,1224,
预收账款(万元),290,262,255,190,306,390,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),142,140,272,371,315,230,
应交税费(万元),311,484,248,533,749,682,
应付利息(万元),--,5,8,6,7,7,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),256,288,284,201,321,287,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3000,3000,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),7069,8007,6187,3504,7074,6520,
长期借款(万元),--,--,3500,3500,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1114,1114,1116,1019,810,--,
递延所得税负债(万元),49,69,49,48,47,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1163,1184,4666,4566,857,0,
负债合计(万元),8232,9191,10853,8071,7931,6520,
实收资本(或股本)(万元),4800,4800,4800,4800,4800,4800,
资本公积(万元),9228,9228,9228,9228,9228,9228,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1305,1305,1305,882,461,119,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),14208,13256,10920,9140,5334,2508,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),29542,28590,26254,24051,19823,16655,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),29542,28590,26254,24051,19823,16655,
负债和所有者权益(或股东权益)总计(万元),37774,37781,37107,32122,27755,23175,		
  
