报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),40415,28426,36045,47239,8851,5711,4050,4440,3663,3346,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,0,5,28,1,12,--,20,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1335,1540,650,350,656,212,330,601,178,137,
应收账款(万元),28002,26758,25520,25937,22189,21708,18898,16091,11993,11385,
预付款项(万元),558,672,257,463,1547,1620,1823,1919,1871,578,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),929,1067,1001,788,1399,1023,1158,895,774,733,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),18318,16659,16640,15433,11767,12386,11160,10112,9164,8554,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5313,6226,266,223,--,--,35,--,--,--,
流动资产合计(万元),94870,81347,80383,90461,46410,42673,37455,34077,27644,24733,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2167,2167,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,2167,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,48630,--,44196,39175,33403,--,--,--,--,
累计折旧(万元),--,16298,--,14257,12321,10610,--,--,--,--,
固定资产净值(万元),--,32332,--,29938,26854,22793,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),35322,32332,30699,29938,26854,22793,20872,16677,14129,11854,
在建工程(万元),35225,34522,33270,31227,24071,22044,3913,1215,547,787,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7740,7830,7948,7753,7780,3037,2708,2702,17,26,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1048,1178,1177,1274,1339,847,717,711,768,691,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),341,391,335,344,318,234,130,165,120,126,
其他非流动资产(万元),3716,2570,1724,1861,--,780,--,504,1504,--,
非流动资产合计(万元),85560,80990,77320,72397,60363,49734,28340,21973,17084,13485,
资产总计(万元),180429,162337,157703,162858,106773,92407,65795,56050,44728,38218,
短期借款(万元),36087,22828,23975,25413,34046,21580,17512,13439,11000,11675,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,13,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,2000,
应付账款(万元),12638,13310,11868,13649,10020,12833,6828,6902,6250,6828,
预收账款(万元),38,44,27,14,42,85,24,51,22,64,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3518,3165,2786,3965,2005,2918,2322,2374,1673,1481,
应交税费(万元),2371,1809,2617,1780,1568,1421,893,967,406,513,
应付利息(万元),55,59,78,68,67,54,73,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,974,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),987,584,1093,1707,489,585,652,538,491,341,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),55694,41797,42443,46597,48238,39476,28317,24271,19843,23877,
长期借款(万元),9837,10084,10332,15036,10694,7934,--,--,--,125,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),827,762,763,762,762,204,--,75,--,--,
递延所得税负债(万元),--,0,4,4,0,2,--,5,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),10664,10846,11098,15802,11456,8140,0,80,0,125,
负债合计(万元),66357,52643,53541,62399,59695,47615,28317,24351,19843,24002,
实收资本(或股本)(万元),29033,29033,14400,14400,10800,10800,10800,10800,10800,8500,
资本公积(万元),39495,39111,48205,48094,5874,5874,5874,5874,5704,3496,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4001,4001,4001,4001,2810,2810,2003,1355,661,158,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),41460,37481,37575,34003,27597,25325,18806,13658,7715,2060,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,6,2,
归属于母公司股东权益合计(万元),114072,109694,104162,100459,47078,44792,37478,31699,24885,14216,
