报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),2621714,2475978,2073522,2078536,1654641,1558598,1286234,1028439,1689775,1447145,1342960,1411277,1332248,1415161,1336428,1042219,953843,1125594,1021993,924876,939432,823371,674776,584648,674787,802781,680367,806311,307003,273587,296952,274900,431373,362704,356510,503651,611147,679936,545438,773619,200670,141768,119661,83945,113056,133861,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),998,231,--,--,--,--,--,--,0,--,--,3488,5438,2034,--,--,--,4096,3267,2764,9962,10836,8232,6887,7441,7730,4965,11360,415,175,--,0,0,0,0,0,205,--,--,0,0,0,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,0,0,0,--,0,
应收票据(万元),1149070,1112734,939166,778458,628006,651109,584115,490372,394059,449518,415567,343865,330795,390889,357598,458128,555152,718593,577061,524585,642811,816948,712048,557141,738145,1059684,910308,729745,551279,591829,392182,315327,203469,261503,162988,142616,203316,376205,348688,312764,308049,324143,100663,66719,45550,54712,
应收账款(万元),102858,105971,76985,63227,52073,65468,54629,61318,52846,42205,34828,36399,37511,33325,38975,37602,38916,35886,19536,23049,18962,23037,22973,23828,25723,34347,42539,47574,44101,49948,37552,43471,36465,44250,41057,44504,41079,44654,35087,26204,26047,22951,36537,50307,39289,39264,
预付款项(万元),81241,80189,74651,83639,75374,58105,89104,76270,50036,44228,62637,58465,55232,53355,91905,83233,74609,72660,62430,63015,57534,67414,64010,56369,78568,61958,62424,60940,51515,50798,37968,39633,38870,38041,38230,33456,29385,30590,73290,62222,36955,34869,55363,50111,42251,38195,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,0,0,0,0,0,--,0,
