报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),85655,58138,38998,42066,46370,53242,41928,35596,41179,46836,17045,18075,26234,22878,17796,14407,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),217,--,10,--,26,221,6,70,68,--,--,--,--,121,--,--,
应收账款(万元),13924,13948,12191,10706,9370,8780,7403,7899,6437,6552,7105,6316,5120,5623,6254,5942,
预付款项(万元),1604,578,1231,599,989,763,1173,891,1271,938,869,671,843,798,395,353,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),140,86,66,56,74,73,76,26,62,20,23,46,22,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,796,
其他应收款(万元),5187,5189,5370,4781,4629,3907,3917,3606,3850,3439,3681,3187,3122,2069,1435,1687,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),37092,33781,36092,32375,31809,29967,32804,29344,27512,25295,25567,22157,22675,18822,17076,10933,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),733,134,72,1158,1161,1204,60,289,219,239,13,12,--,8,180,10,
流动资产合计(万元),144552,111854,94030,91741,94429,98159,87366,77721,80597,83319,54302,50465,58016,50319,43136,34127,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),150,150,150,150,150,150,150,150,150,150,150,150,150,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,316,345,406,381,405,520,577,717,667,785,670,758,823,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4786,978,703,710,717,724,331,334,1282,1295,1307,1319,1646,1985,2406,1956,
固定资产原值(万元),--,10328,--,8836,--,8616,--,7728,--,6415,6283,6200,5728,5087,4582,--,
累计折旧(万元),--,2946,--,2677,--,2438,--,2301,--,1901,1805,1711,1586,1204,849,--,
固定资产净值(万元),--,7383,--,6159,--,6178,--,5427,--,4514,4478,4489,4142,3883,3733,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8193,7383,6070,6159,6163,6178,6372,5427,4485,4514,4478,4489,4142,3883,3733,4213,
在建工程(万元),631,594,--,--,34,34,--,--,4,0,12,12,11,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5736,4805,3994,4190,4085,3866,3712,3727,3140,3258,3750,3481,3404,3448,1554,1467,
开发支出(万元),3766,2878,2962,2326,2000,1662,1418,891,1258,972,562,660,551,506,31,--,
商誉(万元),96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),370,396,411,237,227,252,251,58,61,67,56,54,63,67,13,26,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),731,723,544,527,406,385,277,314,275,274,287,279,190,165,97,74,
其他非流动资产(万元),--,--,2306,594,375,219,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),24460,17907,17140,15209,14502,13875,12892,11305,11176,11106,11320,11111,10943,10725,8591,8559,
资产总计(万元),169012,129761,111170,106951,108931,112034,100258,89026,91772,94426,65622,61576,68959,61044,51728,42686,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,1500,1500,1500,1500,1500,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),9056,8623,6246,4916,4369,3377,4020,4326,2804,3800,2959,2837,3281,3080,4911,3885,
预收账款(万元),41635,46291,38742,36730,38452,41695,37140,32861,35336,35733,32149,28304,30528,24696,16926,12561,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3622,3882,2102,2393,2777,3018,1579,1591,1945,2429,245,1086,2003,2238,1971,1405,
应交税费(万元),813,2319,898,1220,400,1999,629,1088,537,1540,550,892,1216,657,671,1029,
应付利息(万元),2,2,--,2,2,2,3,--,--,--,2,2,2,--,--,--,
应付股利(万元),--,--,--,205,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),968,840,772,683,765,538,652,670,704,1262,795,311,409,551,1241,631,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
