报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),14697,16221,16347,14195,8609,14015,14293,12616,8150,8472,11726,3527,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,73,--,--,--,
衍生金融资产(万元),46,--,--,--,128,1184,--,--,--,502,--,--,
应收票据(万元),720,123,1970,3985,2010,--,11,41,100,360,--,--,
应收账款(万元),39810,27960,22665,18708,34042,22600,18206,15905,19887,13289,9596,9363,
预付款项(万元),5259,7158,10562,5551,7161,5118,6353,5102,6279,5046,593,3149,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1376,1734,1832,1538,1087,1064,1160,936,380,277,308,1675,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),47452,44658,25397,17885,10231,17012,14133,11607,21132,14624,16604,10284,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),917,1019,591,497,7,--,5,51,11,12,6,--,
流动资产合计(万元),110276,98874,79363,62358,63275,60993,54162,46258,56013,42583,38833,27998,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),900,900,900,900,900,900,900,900,--,900,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,900,--,200,200,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,28335,--,26724,24029,18090,14366,--,11484,--,--,--,
累计折旧(万元),--,6742,--,5996,5615,5316,4720,--,3445,--,--,--,
固定资产净值(万元),--,21593,--,20728,18414,12774,9645,--,8039,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32800,21593,20433,20728,18414,12774,9645,8492,8039,6816,5053,3970,
在建工程(万元),1564,9568,9413,8945,9468,14112,12830,732,214,179,929,17,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6831,4472,4507,4542,4552,4575,4638,1969,1732,1751,237,248,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),78,78,78,78,78,78,78,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,21,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),694,675,458,397,495,392,416,370,416,205,171,121,
其他非流动资产(万元),1409,1280,1112,436,930,1175,2219,4007,135,431,1774,--,
非流动资产合计(万元),44277,38566,36902,36026,34837,34006,30727,16471,11437,10282,8364,4577,
资产总计(万元),154553,137440,116265,98383,98113,94999,84889,62728,67450,52865,47198,32575,
短期借款(万元),19894,15747,5343,8434,5813,9105,5097,5090,8443,4484,9199,5257,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,342,219,100,--,--,228,501,--,--,--,--,
应付票据(万元),31043,13492,14392,23535,28919,24585,28332,18725,18435,11264,13402,7967,
应付账款(万元),14544,20217,13186,8850,6877,7643,6204,2790,5932,5557,3227,4234,
预收账款(万元),3569,4438,2280,1819,1711,2430,1562,878,1887,306,1272,1011,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),249,230,367,374,209,203,370,380,211,344,465,282,
应交税费(万元),839,963,334,392,978,758,665,468,937,426,763,641,
应付利息(万元),95,47,19,16,16,12,7,7,31,15,14,37,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,119,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),214,121,55,432,342,1403,241,154,166,168,340,765,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
