报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),127638,134231,74564,128124,76997,61458,46618,161031,23411,49460,30914,13796,8286,25140,26648,20307,10544,26719,11937,13597,14521,25657,14461,16494,11514,21965,14585,25244,28528,35415,5823,10607,13132,16884,15076,14797,15871,15929,12870,17811,17677,20701,18365,5980,5104,1999,1069,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应收票据(万元),27206,22691,18560,14514,15978,12422,7623,8000,8168,8262,4736,2717,1691,975,1480,2041,2263,3197,2699,3430,4876,3630,2106,1806,1437,1701,1655,1388,1926,1895,756,298,40,423,97,470,102,9,9,40,--,74,--,0,0,0,0,
应收账款(万元),96704,107003,79292,78252,74738,74851,80331,68383,54321,52400,59040,42657,42588,41110,39086,33077,30805,31665,34793,33281,28279,26481,32996,30772,28536,29177,28841,26565,22334,18590,17143,15905,11705,9647,11031,10801,10083,7158,7342,5526,5513,2649,3532,1645,511,1483,319,
预付款项(万元),11605,7237,71584,12534,6050,4142,8317,6594,15151,4263,18887,10737,10556,7715,11415,11205,12189,8564,9713,8361,8202,6299,9042,8404,6831,4841,7798,7153,4474,1800,2797,1683,824,126,1126,1040,1092,1274,3765,737,563,149,581,417,475,17,25,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),277,292,405,174,342,859,399,--,--,--,--,--,29,58,--,93,156,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收股利(万元),--,1263,411,--,--,--,--,--,--,34,34,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
其他应收款(万元),4691,6717,6642,2123,2146,1785,4546,5171,3615,5598,2069,1671,1332,1268,919,594,693,536,1463,1796,1338,668,1113,1060,997,789,1078,951,1105,906,707,546,517,241,1398,819,811,635,767,100,410,65,285,106,17,274,800,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),59769,53004,51924,46601,44024,42707,42945,42897,45279,43062,39820,29618,28141,25056,25194,21805,23271,19382,21719,19187,18905,15896,14722,14593,14840,11347,11379,8529,6309,4282,2899,1605,1655,2216,4462,4765,4681,3881,3304,2703,3180,2766,2661,2724,2014,1666,1331,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
其他流动资产(万元),1174,1159,45900,46700,78858,105530,--,--,--,610,0,--,6000,6000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
流动资产合计(万元),329065,333598,349282,329022,299132,303753,190777,292076,149945,163689,155499,101197,98622,107322,104742,89121,79922,90064,82324,79652,76121,78632,74441,73128,64154,69820,65335,69831,64676,62888,30125,30643,27873,29537,33190,32692,32639,28887,28057,26918,27343,26404,25424,10873,8121,5438,3544,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),10496,10157,8978,8914,8895,8877,8859,6307,7207,2807,3500,3500,3500,3500,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,108000,--,--,--,--,--,--,--,--,13000,26000,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,300,0,0,
长期应收款(万元),7260,7522,31372,22475,8956,8664,1241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
长期股权投资(万元),6244,6034,5233,10675,10513,10383,7071,6877,1362,1362,1425,1461,1497,1555,5007,1520,1574,1587,1512,1306,1269,1288,1556,1532,1518,1520,1485,1505,300,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,101,139,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
固定资产原值(万元),--,83970,--,74715,--,70933,--,65324,--,64198,--,48705,--,47604,--,47470,--,46675,--,23109,--,21360,--,20075,--,17307,--,10406,--,9252,--,6954,--,6651,--,5195,--,5151,--,4191,--,4032,--,--,3810,0,--,
累计折旧(万元),--,23453,--,20716,--,20457,--,19294,--,17311,--,9570,--,8020,--,8234,--,6698,--,6030,--,4910,--,4481,--,3752,--,3030,--,1996,--,1200,--,906,--,927,--,812,--,691,--,587,--,--,411,0,--,
固定资产净值(万元),--,60517,--,54000,--,50476,--,46030,--,46887,--,39135,--,39583,--,39236,--,39977,--,17078,--,16449,--,15595,--,13554,--,7376,--,7256,--,5754,--,5745,--,4268,--,4339,--,3500,--,3445,--,--,3398,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,3,--,0,--,0,--,0,--,0,--,0,--,0,--,--,0,0,--,
固定资产(万元),59952,60517,48199,54000,54359,50476,47835,46026,46377,46883,46470,39131,38959,39580,38996,39233,39429,39973,31907,17075,16538,16446,13221,15591,13398,13551,7766,7372,7135,7252,5747,5754,5687,5745,4243,4268,4275,4339,3449,3500,3525,3445,3457,3446,3398,1367,258,
在建工程(万元),1352,1255,3463,3148,2203,6240,5394,6616,5247,4828,1422,54,396,384,217,71,59,21,928,15570,13167,11952,12160,10395,10750,8904,9717,6793,1264,806,387,222,65,12,1255,1181,849,754,2354,2209,2039,1706,110,56,0,758,1186,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,1,1,8,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
无形资产(万元),33272,35296,36535,35141,35075,36097,36461,33954,34582,35391,34842,27450,28216,28990,26557,27017,28359,28777,25708,24498,25324,25952,24859,24820,17515,17839,15976,15330,13905,13500,10592,10770,10791,10955,150,131,130,133,32,--,--,0,--,0,0,0,0,
开发支出(万元),13635,11658,9045,8602,8296,7311,5273,7298,6776,6154,6284,4655,4245,3777,5898,5450,5413,4712,6432,7786,7215,6081,6032,5203,10459,9135,8519,7283,5518,4281,5097,3887,2695,1809,3861,3129,2893,2554,1396,984,527,373,--,0,0,0,0,
商誉(万元),194368,195841,152629,127029,127029,127029,127054,127054,114903,114903,100043,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3574,3569,2599,2599,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
长期待摊费用(万元),1954,1979,1311,1321,1209,1188,455,531,437,449,529,176,187,141,180,225,225,156,316,93,51,109,66,132,178,156,185,190,215,250,72,50,30,34,2,0,--,--,--,--,--,0,--,0,0,1,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
递延所得税资产(万元),4963,4694,4951,3920,3099,3042,2727,2369,1869,2020,1294,903,848,925,602,603,527,641,523,513,398,391,473,457,441,443,395,398,328,325,207,207,203,203,131,131,97,97,142,118,50,50,0,0,30,3,2,
其他非流动资产(万元),4796,--,--,--,137,168,694,694,694,694,694,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
非流动资产合计(万元),338293,334954,301715,275225,259771,259474,351064,237726,219453,215491,196503,80473,80991,81993,80599,90261,104729,79011,70468,69983,67104,65361,61509,61274,57402,54690,47618,42440,31265,29013,22103,20892,19479,18757,9642,8840,8244,7878,7373,6812,6140,5574,3568,3502,3729,2231,1585,
资产总计(万元),667358,668551,650997,604247,558903,563226,541842,529803,369398,379180,352002,181670,179613,189315,185341,179382,184651,169075,152792,149635,143225,143993,135950,134402,121556,124510,112953,112271,95941,91901,52227,51535,47352,48294,42832,41532,40883,36764,35430,33730,33484,31978,28992,14374,11849,7669,5129,
短期借款(万元),63366,53543,60320,43983,5661,8462,8200,4680,19380,18031,19471,8491,3500,3500,7250,6456,6508,23082,24134,27091,15699,17450,17510,18000,12552,12900,8100,10100,7490,4574,4100,4100,1900,0,--,0,--,--,--,--,--,0,--,1300,1300,1200,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,37,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付票据(万元),6479,4687,4846,5822,3854,1341,1250,2140,2181,1953,710,459,267,841,988,709,473,801,594,865,1067,877,921,1117,661,88,--,--,56,174,--,30,30,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应付账款(万元),47433,48832,48826,46030,37465,41099,33253,29682,25224,28331,27388,21571,21835,24867,22084,21101,23209,23820,14779,13458,14354,14938,12082,13377,12069,12230,9006,9535,9039,7228,4392,4860,4641,4681,4696,3687,4583,2233,2496,2330,1893,2544,1204,1528,987,240,240,
预收账款(万元),10014,8698,7682,5998,8150,7368,8893,8248,9608,9461,5998,5412,4874,4085,5192,4936,5163,4480,3896,2097,3399,1668,1984,2533,1938,2215,1591,1260,1135,944,809,434,789,2139,3420,3592,2842,2641,2500,1574,2217,2412,2898,2563,2589,1216,1205,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,0,
