报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),7351,47021,54579,66439,24477,23073,31294,81614,75765,80204,86806,28257,10353,11938,12248,14381,14549,14049,13433,14735,15439,16273,16600,18226,18999,21247,22574,2063,3121,2405,24637,26168,26778,29057,2780,2687,512,1285,1462,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,200,--,--,2,202,2,15003,3,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),240,1228,33,482,3664,5781,273,358,713,1291,50,--,54,248,887,250,72,594,210,159,428,837,1023,1232,1008,532,932,823,860,990,900,1100,200,1100,1854,360,1400,0,3036,
应收账款(万元),2359,2804,11486,11469,10800,11412,15423,16000,16940,17283,9868,10699,11615,11330,6200,5596,5951,4467,6761,7830,9125,9300,10683,10638,10142,10367,10521,6952,7236,7483,9272,4543,6031,5203,6361,5562,3203,1360,383,
预付款项(万元),1130,462,1067,910,2109,351,2119,2053,160,426,1170,2205,1690,1205,1600,2083,1629,1515,2425,1230,846,3250,2960,2345,1327,1023,270,644,756,38,127,963,767,484,21,15,95,626,118,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
