报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4298,10789,6258,7692,2790,4463,4145,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),6185,3828,5692,1841,2748,5219,3843,
应收账款(万元),49005,49278,43462,50503,48523,39169,31777,
预付款项(万元),12439,1381,3597,1326,1037,1146,2560,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),2689,2115,1693,1631,902,800,717,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),29453,20631,15136,15724,23094,27825,24543,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,1,--,--,
其他流动资产(万元),68,0,4223,4439,902,1207,1159,
流动资产合计(万元),104137,88022,80062,83157,79997,79830,68743,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,657,2033,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,31233,31080,--,--,--,--,
累计折旧(万元),--,9833,8745,--,--,--,--,
固定资产净值(万元),--,21400,22335,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),21328,21400,22335,20173,21653,18101,13490,
在建工程(万元),452,44,896,4270,3543,3882,2263,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),8240,8290,9349,8574,8761,8956,3373,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,19,29,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),2926,3022,3119,2747,3707,2893,1479,
其他非流动资产(万元),--,--,--,--,--,--,1350,
非流动资产合计(万元),32945,32755,36356,37797,37665,33851,21984,
资产总计(万元),137082,120778,116417,120954,117662,113681,90727,
短期借款(万元),19450,12812,11080,25197,29794,27748,21849,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),507,--,2000,500,--,1000,1608,
应付账款(万元),6185,3964,3140,4075,5134,8385,12797,
预收账款(万元),6418,1616,1093,2118,4097,8335,7194,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),2849,2441,3336,2970,2252,2394,2293,
应交税费(万元),672,2132,2278,2244,3085,1958,2190,
应付利息(万元),35,26,29,34,74,194,68,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1616,912,713,328,804,2065,4726,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),589,806,860,813,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),38320,24709,24531,38278,45239,52079,52723,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,371,1238,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),6376,6455,6611,7004,7238,5174,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),6376,6455,6981,8242,7238,5174,0,
负债合计(万元),44696,31163,31512,46520,52477,57253,52723,
