报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),9163,17541,9401,11884,9838,20816,11520,15587,17939,19394,18653,17326,17820,4578,5443,5623,4897,4969,4429,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4956,5899,3708,3877,2146,3215,1661,2352,2911,3506,1593,2319,2029,2638,813,1685,3573,2589,3948,
应收账款(万元),51823,49988,37694,35826,31712,31687,32859,30654,28479,27124,9931,9239,8827,7936,8767,6750,6413,5980,4444,
预付款项(万元),3785,2621,3018,1919,2519,1703,3252,2837,4138,1152,735,415,639,813,864,1147,586,1060,1511,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3647,2944,2534,2699,2870,1925,3622,2328,1556,2020,666,359,582,280,246,191,81,82,239,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25189,21074,18967,16862,16857,15946,18848,20614,19940,19657,4590,6177,6488,5986,6160,4782,3053,2625,2609,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),15021,9960,16499,16714,15867,8127,15643,12546,4383,7980,0,34,18,25,134,16,52,24,91,
流动资产合计(万元),113585,110026,91821,89781,81809,83419,87405,86919,79346,80831,36168,35870,36403,22256,22427,20194,18655,17327,17272,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),2027,2523,1410,1105,1258,1249,903,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),738,751,793,832,862,895,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,30191,--,23513,--,22938,--,22337,--,22165,--,10762,--,9145,9004,8885,8560,7645,4560,
累计折旧(万元),--,9382,--,6748,--,6051,--,5101,--,4394,--,2687,--,2385,2235,2085,1803,1297,942,
固定资产净值(万元),--,20809,--,16764,--,16887,--,17236,--,17771,--,8075,--,6760,6768,6800,6758,6348,3619,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),20405,20809,16646,16764,16588,16887,17100,17236,16710,17771,7895,8075,7058,6760,6768,6800,6758,6348,3619,
在建工程(万元),1873,419,82,32,95,--,196,296,341,160,998,338,1506,1383,103,--,--,2,950,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11475,11574,7769,7875,8034,8073,8192,8314,8468,8566,2337,2357,2380,2404,2428,2452,2501,1839,850,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),50212,50212,34161,34161,34161,34161,34875,33496,33496,33496,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),209,227,257,272,286,258,166,105,328,92,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1528,1495,1098,1013,1231,1184,745,735,680,666,163,164,147,134,171,139,166,60,41,
其他非流动资产(万元),450,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),88917,88610,62216,62053,62515,62708,62178,60182,60023,60752,11393,10934,11091,10681,9471,9391,9425,8249,5460,
资产总计(万元),202502,198636,154037,151833,144324,146126,149583,147101,139369,141583,47561,46805,47493,32937,31898,29584,28080,25576,22732,
短期借款(万元),4000,3020,2020,2020,20,820,1180,970,6855,6790,50,100,800,800,800,--,--,1300,1000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3590,1870,1632,75,220,1268,2631,794,828,2328,--,--,--,--,90,98,100,64,--,
应付账款(万元),17033,18021,11700,11125,11173,12530,11281,12627,11492,13508,2372,2744,2724,2988,3336,3311,3746,3608,3430,
预收账款(万元),17800,14893,13836,12984,13793,12527,18104,19060,22225,18399,1465,2306,2932,2087,2277,1481,563,516,370,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1499,1578,928,1191,807,862,918,961,757,1080,160,169,177,297,246,281,463,470,461,
应交税费(万元),2086,3010,2593,2502,1893,2461,1744,1706,1032,1384,1110,456,698,1004,522,427,577,366,852,
应付利息(万元),6,4,3,3,0,1,2,2,--,15,--,3,--,1,1,--,--,3,2,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),7383,8617,759,3341,1027,1195,1576,1821,18469,18696,1452,742,1683,706,477,529,524,329,553,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),53396,51012,33471,33241,28933,31664,37437,37940,61657,62200,6609,6521,9015,7883,7749,6127,5974,6655,6667,
长期借款(万元),--,--,--,--,--,--,--,--,--,2000,2000,2000,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,85,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1008,834,696,661,688,698,--,505,505,505,--,--,--,--,150,--,150,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,505,--,--,--,--,--,--,--,--,150,--,--,--,
非流动负债合计(万元),1008,834,696,661,688,698,590,505,505,2505,2000,2000,0,0,150,150,150,0,0,
负债合计(万元),54404,51847,34167,33901,29621,32362,38027,38445,62162,64705,8609,8521,9015,7883,7899,6277,6124,6655,6667,
实收资本(或股本)(万元),51116,51116,48523,48523,24262,24262,24262,9705,9078,9078,8000,8000,8000,6000,6000,6000,6000,6000,6000,
资本公积(万元),67451,67451,44952,44952,69213,69213,69309,84027,56219,56219,19882,19880,19870,8684,8684,8684,8684,8684,8731,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1531,1531,1422,1422,1422,1422,1331,1331,1331,1331,1192,1192,1192,1192,894,894,894,510,142,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),25712,24589,23266,21348,17929,16941,14853,13459,10578,10249,9878,9211,9415,9178,8421,7730,6378,3727,1088,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),145811,144687,118163,116245,112826,111838,109754,108521,77207,76877,38952,38284,38478,25054,23999,23308,21956,18921,15960,
少数股东权益(万元),2287,2102,1707,1688,1877,1926,1802,134,--,--,--,--,--,--,--,--,--,--,105,
所有者权益(或股东权益)合计(万元),148098,146790,119870,117932,114703,113764,111556,108656,77207,76877,38952,38284,38478,25054,23999,23308,21956,18921,16065,
负债和所有者权益(或股东权益)总计(万元),202502,198636,154037,151833,144324,146126,149583,147101,139369,141583,47561,46805,47493,32937,31898,29584,28080,25576,22732,		
  
