报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),180946,123143,145699,90972,233067,122805,184144,209044,207694,185073,210701,146562,157605,202978,205086,196770,202423,228009,316326,214346,308997,235868,213782,366204,163331,209074,275098,290819,355354,420747,447334,493927,40186,51661,34121,10312,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),94292,145997,115876,106327,80409,66490,86181,94516,91608,111433,99455,118679,121672,97959,98671,121502,124722,103922,112967,119848,106044,102479,79729,84941,80841,93646,62463,55330,48569,62814,59010,44648,27474,49304,36500,10335,
应收账款(万元),595686,486208,467280,414111,400470,355870,347918,329883,308144,267150,274656,276330,274375,262314,262069,248876,246142,217085,206739,187264,187733,162128,174781,149672,144685,131531,116134,102201,106050,92399,79665,76783,79759,61520,47558,37949,
预付款项(万元),46116,42864,57735,30743,30202,27680,12914,16105,17952,21248,27950,25852,29495,26078,31521,20882,22622,25205,40025,61868,65226,60982,46002,14585,13611,10169,12852,12283,16108,10075,13265,9275,7150,4798,3454,2596,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),1125,1124,1149,1069,967,977,5083,4787,8573,7918,7178,9405,8820,7922,6770,5603,4737,4033,3854,3319,2211,2579,1893,1452,852,621,1351,283,3535,2354,1947,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),16458,7301,10007,10050,10453,9436,10842,10980,10966,10541,12674,12324,15967,18308,18232,18432,20988,20433,6909,7680,9941,8356,13009,11354,4343,4493,10427,11392,30361,2449,9775,2861,3954,2709,1680,1430,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
