报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),43143,54656,65886,56554,63599,80502,93476,72305,82015,72678,80405,41572,73735,24228,18662,30954,43364,34578,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8469,7322,12778,7669,3090,4643,8648,5881,5977,6225,3747,3413,2597,4112,7157,5555,3567,2071,
应收账款(万元),38253,30680,25221,26282,23932,17662,18507,22307,21645,17428,21588,22772,19283,11767,10193,9344,8477,6246,
预付款项(万元),9619,9777,6740,11540,9013,9027,4177,5177,5323,8275,4414,31603,10755,8518,3214,3524,3626,2157,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,112,--,--,--,
其他应收款(万元),5802,6351,5693,16349,15475,14405,13113,23057,22798,19454,13598,23285,15218,7781,6842,10370,10372,1149,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11815,11714,9963,10331,9168,8445,7540,7966,7949,8470,7873,10879,9266,10039,9769,9189,6787,5623,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),56,58,67,89,89,69,96,--,4,0,10,--,--,--,--,--,--,--,
其他流动资产(万元),2285,1745,1294,1025,706,239,535,8,12628,11006,12516,2,645,4,569,108,33,--,
流动资产合计(万元),119441,122303,127694,129839,125073,134992,146092,136701,158339,146459,149432,138522,139425,66450,56518,69044,76227,51825,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),180,180,180,180,180,180,180,1080,630,630,630,630,480,180,180,280,289,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2507,2511,2553,2684,2508,2564,2562,1815,1841,1939,1939,2035,2035,2394,2394,2100,1917,4900,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),127962,--,123317,--,119711,--,117346,--,116341,--,115190,--,55814,--,62799,59060,--,--,
累计折旧(万元),40555,--,36171,--,32611,--,28638,--,25256,--,21820,--,19112,--,23121,18410,--,--,
固定资产净值(万元),87407,--,87146,--,87100,--,88708,--,91085,--,93370,--,36702,--,39678,40650,--,--,
固定资产减值准备(万元),555,--,16,--,539,--,539,--,253,--,253,--,542,--,542,542,--,--,
固定资产(万元),86852,88860,87130,88501,86560,86479,88169,88839,90832,91372,93117,35619,36160,37873,39136,40108,24716,19089,
在建工程(万元),2017,1428,3183,1772,1124,2358,2359,2503,2523,3527,3193,45312,41860,39830,39323,12313,8470,11601,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,52,--,--,--,--,--,5,1,--,--,3,0,--,--,--,--,--,
