报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),72840,82574,67180,66716,74899,59058,57247,64320,87667,45459,65203,29529,30783,30510,42149,67507,46240,48411,74515,124356,52279,69513,79995,122599,128636,168726,201466,234616,205684,76370,76248,104227,73959,62056,60497,57102,64656,39050,40949,38445,39130,21494,12862,16657,17468,8915,18303,25981,20051,13910,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),10372,10372,--,1411,1411,1411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3600,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),4059,12142,5700,5872,5352,2311,161,86,168,120,115,163,136,141,111,138,124,197,142,205,292,337,300,0,62,140,93,165,153,150,53,82,100,24,24,41,74,71,23,17,49,49,20,20,10,10,--,0,--,--,
应收账款(万元),42918,42366,43108,46812,33041,39247,39203,33700,31288,7507,7031,5754,6206,5413,5944,3936,4845,4924,2569,2205,3723,2939,2353,791,701,72,201,201,201,77,231,185,93,182,402,296,164,85,867,604,356,90,315,349,--,--,--,360,213,195,
预付款项(万元),10737,10274,15959,6952,7381,3542,6504,8467,10431,1673,2379,1375,625,603,1083,1246,1170,1133,25592,54179,53648,61884,74425,59211,53400,48957,53044,51245,46166,44239,43465,49254,50148,47486,19719,20921,19627,18966,7133,805,762,735,1296,320,353,847,695,398,383,399,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),--,5921,5796,8253,9944,8017,8525,3540,3057,1177,1303,1335,1078,925,1891,1015,1031,739,1664,1299,1183,1138,2487,1819,2192,986,1658,1150,1366,831,1218,1298,2713,1268,1267,964,1814,1201,1449,756,471,654,416,973,175,35,1873,1238,1270,1269,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
存货(万元),26225,31052,24075,18651,18712,11957,17912,14224,16692,130,198,189,243,209,223,225,238,98,--,--,--,--,--,--,--,--,--,--,--,0,4,4,4,4,--,2,2,2,1,0,--,--,--,0,1,0,2,2,2,2,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,691,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他流动资产(万元),8001,9000,5663,6567,6329,14450,18470,17597,4952,70,--,--,--,1299,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,1,--,--,24,42,59,--,
流动资产合计(万元),180665,203702,167482,161236,157070,139994,148022,151045,164056,56137,76227,38345,39072,39101,51402,74066,53647,55503,104482,182244,111124,135812,159560,184420,184992,218882,256462,287376,253569,125268,121218,155049,127016,111020,81909,79326,86337,59374,50422,40627,40767,23021,14908,18320,18007,9807,20896,28020,21978,15774,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
可供出售金融资产(万元),--,18166,18380,16500,16500,14500,7750,10790,10790,17000,17000,17000,17000,17000,15285,15285,15000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
长期股权投资(万元),24015,23973,17726,17756,17830,17830,9250,9250,9250,9250,5875,5875,2500,2500,2500,2500,2500,2500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17395,17395,34395,17395,--,0,--,--,--,--,--,--,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
固定资产原值(万元),--,116648,--,116071,--,116293,--,114400,--,100317,--,106393,--,106328,--,104820,--,90739,--,89644,--,80704,--,80280,--,81630,--,56190,--,55733,--,381826,--,381552,--,380862,--,380753,--,378115,--,378010,--,374703,--,374415,--,372612,--,372457,
累计折旧(万元),--,59172,--,56097,--,53772,--,52593,--,48391,--,46748,--,44031,--,41402,--,38787,--,36673,--,34335,--,31705,--,29860,--,27234,--,25361,--,145828,--,137115,--,128831,--,120588,--,113105,--,105865,--,98684,--,92027,--,85336,--,79135,
固定资产净值(万元),--,57476,--,59974,--,62521,--,61807,--,51926,--,59645,--,62297,--,63418,--,51952,--,52971,--,46369,--,48575,--,51770,--,28957,--,30372,--,235998,--,244437,--,252031,--,260165,--,265010,--,272145,--,276019,--,282388,--,287276,--,293322,
固定资产减值准备(万元),--,11,--,14,--,14,--,80,--,80,--,80,--,80,--,80,--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
固定资产(万元),--,57465,58697,59960,61065,62506,60136,61727,59971,51847,58267,59565,60860,62217,62230,63338,64629,51872,51910,52971,45480,46369,46978,48575,49801,51770,28044,28957,29588,30372,22901,235998,239951,244437,248204,252031,255938,260165,261425,265010,268746,272145,273058,276019,279374,282388,284141,287276,290226,293322,
