报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),8799,9628,10420,17272,58897,28433,31540,32120,49760,40225,62609,58092,23252,26672,27407,25844,20238,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),10,--,50,225,100,--,--,--,--,45,--,5,--,--,--,--,--,
应收账款(万元),3599,1788,3182,2536,2764,1075,4819,3076,2879,1193,4787,2978,3216,1755,3114,832,564,
预付款项(万元),203,261,468,620,181,86,2025,2852,1517,2908,1816,1918,1476,2151,1606,1228,1138,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),509,6,43,10,127,33,132,52,58,58,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2316,324,272,362,536,148,350,663,1052,610,625,592,1165,1035,587,185,97,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10311,9964,8607,6424,4485,4015,3911,3958,3662,3409,3349,3368,3877,3640,2725,2898,2452,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),58369,59878,59743,51603,34497,49061,41888,36838,22689,30350,--,--,2,0,2,1,7,
流动资产合计(万元),84116,81847,82785,79052,101586,82852,84666,79559,81617,78799,73186,66953,32988,35253,35441,30988,24496,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,1000,1000,1000,1000,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),10485,10464,10188,10120,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,53794,--,52028,--,51995,--,40642,--,26439,--,25864,--,25726,26361,--,--,
累计折旧(万元),--,15688,--,15371,--,13412,--,11905,--,10571,--,9446,--,8295,6322,--,--,
固定资产净值(万元),--,38106,--,36658,--,38583,--,28737,--,15868,--,16418,--,17430,20039,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),37207,38106,35771,36658,37557,38583,39726,28737,29627,15868,15676,16418,16864,17430,20039,18491,18005,
在建工程(万元),8011,7672,7459,7187,6319,5616,3826,13239,11938,21451,16561,11854,11281,7984,53,2989,4056,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11115,11468,11820,12175,12504,12873,13227,13601,8087,6625,6821,3804,3918,4039,3937,3156,3523,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1707,1860,2013,2166,2319,2471,2747,1040,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3634,3408,3085,3053,2476,2478,2014,1639,1319,1289,1232,1128,827,742,613,443,323,
其他非流动资产(万元),5705,4346,4571,3294,2635,2117,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),78864,78324,75906,75652,64809,65138,61539,58256,50971,45233,40289,33205,32891,30195,24643,25079,25907,
资产总计(万元),162980,160172,158692,154704,166395,147990,146205,137816,132588,124032,113474,100157,65879,65448,60084,56066,50403,
短期借款(万元),--,4995,6080,5231,3731,1084,--,--,--,--,--,--,--,--,--,2000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6070,6785,8319,8345,9441,10318,8588,8914,4527,3448,1652,1528,926,1683,889,977,4013,
预收账款(万元),2720,3063,6521,4168,2006,1995,5290,3335,2906,2991,3547,1580,2462,2005,4139,2463,2164,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),517,459,322,275,--,--,--,--,--,2,--,--,4,--,--,--,--,
应交税费(万元),1770,1299,576,622,1191,1124,644,664,1792,1244,-654,-268,-463,-456,813,740,1035,
应付利息(万元),12,23,21,26,28,28,21,21,17,11,5,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,10559,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),26508,15829,10703,5637,22029,4133,3034,1073,3269,2797,1527,1146,791,1480,474,199,503,
