报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),68770,74376,29687,34651,43816,95136,69677,17177,28696,51217,14779,12253,10863,15686,7240,12276,7494,13137,8616,6491,7319,16288,19407,29977,30887,44998,40388,18729,18889,29255,26125,28453,20301,34776,27912,28885,32428,34021,29950,29922,7404,8897,3839,779,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,37,1167,0,1,0,--,0,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收票据(万元),40,506,78,49,16,160,31,317,14,193,56,8,206,115,153,251,434,630,247,157,163,77,42,116,106,338,42,12,10,3,20,4,--,0,--,0,--,702,--,--,0,0,0,0,
应收账款(万元),12047,9250,14166,14321,14996,11972,16829,30941,22870,18799,22210,21413,21002,16040,17967,17905,17481,10275,19739,28021,22101,16506,14893,14914,15777,6751,9172,9052,8885,2441,5507,7577,3541,2110,3361,2512,3117,819,3091,3705,2399,1836,868,1038,
预付款项(万元),2262,2036,3596,1635,1701,1342,2306,1484,1676,815,1164,1602,1598,1045,2401,1842,1849,1634,3085,1549,2173,1671,11497,5435,5549,5349,4833,3369,3348,2861,2163,1566,1060,773,322,691,282,66,56,83,336,143,1433,101,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收利息(万元),5,3,125,71,--,--,--,--,--,--,--,--,--,--,1,0,--,--,4,--,--,--,--,152,243,171,182,7,15,27,13,29,111,130,--,0,--,0,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,210,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,900,900,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
其他应收款(万元),5035,8160,7356,7254,7523,6634,4458,5729,6705,7261,8348,8427,9903,11650,14070,11634,9540,8810,9786,7497,4618,3824,4229,3044,5583,2978,5919,3137,7711,6412,6659,5819,6221,5850,3150,2914,504,273,367,404,496,381,562,1797,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
存货(万元),19734,17927,18190,16252,17473,16790,19005,17256,16853,16560,15446,14549,13647,13012,14842,12649,11079,11500,11860,10230,11423,8969,9361,9194,7471,7146,5038,5472,4308,3962,4128,3339,1881,1733,1842,1266,1344,1628,2263,2613,1970,1743,1275,629,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,8,11,--,0,--,0,--,0,--,--,0,0,0,0,
其他流动资产(万元),5314,5334,52307,49254,49149,12686,31218,573,674,955,1207,1439,1417,728,1240,1073,1104,916,--,--,--,--,--,--,--,--,--,9,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
流动资产合计(万元),117489,117592,125506,123488,134673,144720,143735,73687,77488,95801,63210,59690,58636,58277,57913,57629,48980,46903,53337,53944,47797,47334,59430,62831,65615,67731,66474,40687,43182,44961,44668,46834,34282,45372,36588,36267,37675,37509,35726,36726,12605,13000,7977,4343,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
可供出售金融资产(万元),11600,15882,14882,15232,15232,15432,17902,17932,17932,17932,21706,11706,11606,11606,11606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11606,11606,11606,11606,11606,11606,11606,11606,11256,11256,11256,11256,10000,7000,7000,7000,7000,7000,7000,--,0,--,0,--,--,0,0,390,390,
