报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),166377,104612,238666,114823,90120,114847,58310,81222,74403,85819,112763,89504,88579,104620,94799,76642,60127,--,--,43005,--,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,25000,--,--,--,--,--,--,--,--,--,--,111110,4506,10010,--,--,--,--,4500,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),39445,29003,28127,30460,26849,24706,12610,15518,17899,16760,8144,12006,16191,21272,19079,20260,9865,--,--,5916,--,
应收账款(万元),72637,91592,83558,62365,79955,75502,73520,52663,57282,61406,64041,51173,55870,53416,55475,35384,48506,--,--,28321,--,
预付款项(万元),23993,22097,18526,19869,32333,17661,10086,5733,11032,7244,8834,2289,11133,9331,3419,2340,1206,--,--,2057,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,8,58,14,22,8,96,--,35,--,--,--,42,--,--,--,--,--,
应收股利(万元),4305,4305,--,1860,1859,100,--,--,1,92,262,150,321,72,72,72,71,--,--,65,--,
其他应收款(万元),13442,10227,9579,9891,10036,7185,5801,11439,8434,6324,3952,5899,12559,6105,5121,5235,4997,--,--,2637,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16086,14367,13959,10497,12649,11274,8213,6464,9567,10118,9434,5863,7644,10045,12872,9396,6513,--,--,5785,--,
