报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4564,4335,3030,6874,4737,3150,1106,3710,4950,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),228,1569,1609,746,609,1512,81,206,--,
应收账款(万元),55298,52510,50576,56844,44421,26786,48332,26261,22589,
预付款项(万元),106,603,66,28,132,767,254,37,260,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),1027,1492,2126,1740,2368,1936,4849,2152,1283,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),36158,36553,23457,22346,23576,40394,22377,33577,26112,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),94906,21929,31132,26573,18091,13020,427,1000,--,
流动资产合计(万元),192287,118991,111996,115152,93935,87565,77425,66943,55193,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),200,--,--,--,23,25,27,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,5487,5460,5421,5436,--,--,--,--,
累计折旧(万元),--,1715,1643,1565,1302,--,--,--,--,
固定资产净值(万元),--,3772,3817,3855,4134,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),3714,3772,3817,3855,4134,4646,4793,5126,5409,
在建工程(万元),--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),--,--,--,--,--,--,--,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),16,32,47,62,121,354,418,525,583,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1697,1618,1327,1480,1213,1132,998,933,619,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),5627,5422,5191,5398,5491,6157,6235,6584,6611,
资产总计(万元),197914,124413,117187,120550,99426,93722,83661,73526,61804,
短期借款(万元),--,--,--,--,2500,--,3000,2500,1800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),32704,38736,31687,37163,32444,30339,34257,32499,29048,
预收账款(万元),3196,3846,5500,4836,4901,8284,8126,6177,5086,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),907,604,618,1074,824,377,707,653,493,
应交税费(万元),1663,2530,2889,4468,2849,3583,2433,2705,2549,
应付利息(万元),--,--,--,--,2,--,5,4,3,
应付股利(万元),--,--,--,--,--,2428,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),219,619,628,808,969,876,1598,716,595,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,239,239,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),38690,46335,41322,48350,44488,45886,50126,45493,39815,
长期借款(万元),--,--,--,--,--,--,--,1200,1439,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),5,7,7,7,64,60,--,--,--,
递延所得税负债(万元),108,90,85,69,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),114,96,92,75,64,60,0,1200,1439,
负债合计(万元),38803,46432,41413,48425,44552,45946,50126,46693,41254,
实收资本(或股本)(万元),8000,6000,6000,6000,6000,6000,5333,5333,5333,
资本公积(万元),106849,32001,32001,32001,32001,32001,20263,1100,1100,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3390,3390,3390,3390,3390,1274,1274,2794,2794,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),40499,36250,34034,30423,13232,8293,6612,17606,11323,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),158738,77641,75425,71813,54623,47568,33482,26833,20550,
少数股东权益(万元),372,340,349,312,251,209,53,--,--,
所有者权益(或股东权益)合计(万元),159111,77981,75773,72125,54873,47776,33535,26833,20550,
负债和所有者权益(或股东权益)总计(万元),197914,124413,117187,120550,99426,93722,83661,73526,61804,		
  
