报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),79413,83257,91817,81980,80415,76578,74617,88641,88923,35238,35386,35072,41381,46245,46223,45803,45006,43871,46885,46634,44243,43077,44452,43596,42258,40677,41624,40198,38864,38122,38425,38050,35307,34462,35499,34504,32641,31638,34005,33537,32017,31333,31729,31530,29664,28427,30508,30247,
结算备付金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
拆出资金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
交易性金融资产(万元),7,7,8,10,11,9,14,14,16,17,19,26,21,59,38,24,30,22,25,28,29,23,30,29,31,36,39,40,55,70,89,35,157,104,89,147,27,0,1,1,1,2,0,--,226,135,3,6,
衍生金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收票据(万元),3888,2878,1454,1686,1101,2039,2501,2142,1790,1053,952,1133,100,140,145,289,--,--,128,264,--,16,215,442,0,--,23,120,5,5,52,101,--,30,145,138,0,0,25,67,--,--,0,--,8,6,20,52,
应收账款(万元),1045,1086,874,353,1004,659,954,799,911,960,727,511,721,843,513,567,701,892,701,334,842,775,531,357,556,516,518,472,411,649,328,485,299,582,275,452,228,331,324,386,376,474,297,250,212,194,146,163,
预付款项(万元),2952,2623,1944,705,1048,2190,1256,1040,3088,2382,886,398,336,224,259,186,250,187,502,227,128,270,211,52,122,243,325,67,200,122,135,25,1423,201,108,93,160,51,635,46,200,932,106,58,58,635,82,34,
应收保费(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收利息(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收股利(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
其他应收款(万元),193,221,185,102,196,164,162,129,172,165,173,123,213,221,242,159,181,278,226,169,308,291,266,196,520,537,472,253,226,278,526,176,405,346,361,330,741,736,801,473,602,523,446,427,447,274,272,281,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
存货(万元),619,406,138,238,199,179,150,463,118,80,74,61,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,0,0,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
其他流动资产(万元),46551,39961,27393,28604,24347,23016,23964,8851,7521,6241,5122,5172,75,75,75,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
流动资产合计(万元),134667,130437,123814,113677,108320,104834,103618,102079,102539,46136,43339,42497,42879,47808,47496,47104,46169,45250,48466,47657,45550,44452,45705,44672,43488,42010,43001,41149,39761,39246,39555,38872,37591,35725,36477,35664,33797,32756,35792,34509,33195,33263,32579,32265,30616,29671,31032,30783,
发放贷款及垫款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
可供出售金融资产(万元),41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,326,396,600,460,499,366,
持有至到期投资(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
长期应收款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,0,--,--,0,--,0,
长期股权投资(万元),6409,6342,6345,6342,6572,6524,7118,6822,6750,6759,6461,6470,6005,991,1024,1132,1124,1073,610,660,629,621,529,571,558,551,539,544,528,532,559,527,501,492,467,72,76,93,91,117,130,243,265,29,31,33,--,0,
