报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),13576,8165,10479,12575,9229,9485,9101,11821,9846,8346,12341,15884,5298,8046,10903,12389,10247,4538,--,4395,3886,4377,3959,1646,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),620,647,836,1240,1946,1435,2231,810,937,1627,750,987,940,832,232,394,346,1071,--,507,251,189,--,3,
应收账款(万元),19668,20472,18026,18397,18794,19195,17901,18486,16826,14573,12740,15962,12112,10673,11352,9394,11913,9510,--,8381,8610,6017,3568,2134,
预付款项(万元),1162,1026,1121,889,1500,950,1085,561,1080,745,822,642,602,588,585,305,395,413,--,306,594,969,711,347,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),518,395,449,430,647,602,674,385,389,410,405,327,230,123,98,62,68,510,--,434,357,167,114,365,
