报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),48436,54215,47171,48736,24118,28413,21101,20018,18452,17746,14779,27786,23472,26530,23322,23393,21812,21714,19901,17602,16570,20796,11978,11504,12488,14377,17751,20328,20536,23389,21385,21052,19637,20906,17048,17636,14953,14015,13469,15354,21198,22114,16496,16169,12728,17106,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,874,932,858,701,781,953,1259,1297,1293,1019,629,339,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9052,9350,5716,6485,5186,8608,4478,6303,6214,5971,3993,4678,5002,5885,3375,5058,3047,5455,3282,4044,2788,2562,2448,2785,1220,4309,3102,4901,3739,5391,3470,4332,4630,5223,3057,3664,3330,3996,1125,1006,1139,2111,1303,1076,731,956,
应收账款(万元),21701,21310,23732,19880,21958,18447,21780,19169,21318,18082,21965,16399,14907,11709,15397,12675,10956,7241,11161,11163,10386,7893,11279,11434,10349,5869,9526,6634,8796,4670,8976,6689,6776,4343,9764,6954,7589,3445,6246,4165,4689,2449,4388,2948,2963,1850,
预付款项(万元),2244,1365,1513,1449,1096,832,3456,2968,2115,1623,2385,1531,2694,1543,3106,2764,5316,2042,6126,5679,4264,2476,5197,2875,5895,2631,7772,6670,5033,3807,2641,1575,1464,3086,2681,1960,1899,1524,2802,2226,1780,1212,1516,1329,543,535,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),100,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),14231,8283,10011,11206,10121,8235,11046,10194,10820,8473,24990,12640,11434,8839,8560,3967,4239,3424,3539,3347,3132,2284,2305,2480,2351,1976,3332,3246,1912,1179,2480,3049,2164,1030,2337,1875,1812,2915,1971,1530,1134,1293,1255,1388,4238,521,
