报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),19363,16022,16911,20445,16439,17703,24059,23143,21232,28175,20297,20926,25418,29261,37700,26972,24655,32350,26770,43779,58028,78229,97198,98881,124412,124787,128708,160325,9555,11040,8224,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),22835,28629,25339,27253,17868,23895,16402,16966,23546,29307,23285,27328,22797,23175,16435,18148,17744,18012,12208,13581,9944,13887,10223,12646,13366,21324,21940,15121,13090,8739,8694,
应收账款(万元),35177,30868,33686,30545,29863,25118,31024,31056,32585,28265,34109,33191,34725,29065,28234,26531,23223,19383,22350,22101,23024,16965,19441,18167,20208,14978,17082,16828,10182,9501,7232,
预付款项(万元),3398,3622,8949,7987,8305,4322,8545,4923,4350,3636,4607,3543,3811,4107,10047,4520,2340,2246,7732,6056,5816,3375,15787,16847,7391,6818,19151,17215,5327,4941,3602,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,36,18,18,75,50,25,22,38,94,89,169,185,239,138,0,117,512,403,241,616,133,1001,229,671,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),2032,1324,1400,1513,1663,1392,3474,3617,3561,3598,3011,2552,1810,1828,969,1267,945,830,1361,1661,2327,822,727,677,599,578,925,945,368,396,456,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
