报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),46529,40021,69390,90091,86889,105004,127268,132681,111715,119781,47729,53861,61065,30967,38742,38468,40114,39989,36344,39806,41221,37282,41550,39877,38622,41676,4980,3926,13357,7015,575,920,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),102,68,127,961,3939,599,307,218,491,502,3607,65,71,--,99,283,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),207396,277537,239498,214970,211343,226141,215906,184826,203273,209593,156240,146192,108773,20320,22046,17445,15107,16601,24790,19320,13945,19333,23611,19838,8727,9827,14692,8550,9523,10977,9698,8087,
预付款项(万元),8252,7658,14426,5907,67753,65392,59735,62746,55005,47147,32571,22974,25548,1106,1506,1396,3039,2321,1479,1700,232,449,785,706,1662,1711,1869,942,938,351,97,485,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,15,3,--,--,1,2,358,249,269,103,392,266,204,77,827,579,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),12291,7517,5613,6761,6106,5001,5440,4024,5875,5180,5907,2774,3435,14584,4387,3500,3376,5357,2917,3213,2673,2411,404,951,4017,3466,3539,1021,1494,710,1142,926,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),53144,54955,98860,104366,96479,93390,88872,92943,67746,59605,84698,86805,55544,44810,44236,46648,43840,37081,34047,34888,32395,30364,27836,27384,25529,22618,21645,22413,15457,21605,15578,13754,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,22,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),18884,19170,20713,16957,23002,9906,20985,16272,7357,8884,7954,7644,20801,2975,3008,2847,2862,2898,2368,2694,1443,1747,1890,2103,--,--,--,1494,913,2288,1604,1123,
流动资产合计(万元),346598,406925,448626,440013,495511,505433,518513,493710,451477,450695,338706,320315,275239,114765,114382,110836,108719,104349,102371,101908,92113,91663,96903,91438,78557,79298,46725,38346,41681,42947,28694,25295,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),500,500,500,500,500,500,1000,1000,1000,1000,1000,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,0,3750,3750,3750,3750,3750,3750,--,--,--,--,--,145,145,145,145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,303972,--,303515,--,266740,--,266200,--,266272,--,188685,--,7264,--,7011,--,5798,--,5363,--,4976,--,4861,--,4659,--,4539,3535,2825,--,--,
