报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),23472,23402,19573,20340,22035,22753,24818,24471,26655,25429,21832,16280,17480,11771,13532,16968,15474,18330,24310,15975,13096,16269,13858,12157,18273,15531,16836,21447,17150,19102,14462,19914,27111,27816,12780,8081,9042,10535,9586,12420,16867,8078,7850,6761,5963,3792,6411,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,2,2,2,3,3,3,3,4,4,4,4,5,30,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
应收票据(万元),542,1039,2417,3157,3322,2352,1066,911,2290,1655,955,3107,3939,2212,4673,3225,3777,5825,3163,1921,1280,2953,1889,2561,2814,1137,1258,1717,1355,2300,2856,912,460,486,349,1013,997,602,31,186,376,175,0,95,0,0,0,
应收账款(万元),45096,44380,41974,39531,37645,40334,41087,40593,39044,36490,36557,39015,42172,36263,31898,32253,34555,32402,29299,28534,31278,25446,28620,27157,23236,19153,20912,17741,20749,18845,17418,15888,14548,14313,16715,15248,14234,12749,14324,13100,10123,10061,10515,11241,11382,12830,10686,
预付款项(万元),4603,4085,3631,3701,4849,3777,3742,2420,1834,3376,3197,2561,2042,2452,1950,3007,3364,2206,4632,3546,3147,2098,2320,1627,1573,2681,1830,2177,1408,1425,1704,1882,2099,1782,1819,1885,3072,2574,3894,2996,2245,2475,2739,2387,1873,1587,4932,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
其他应收款(万元),1438,2294,958,683,621,1864,847,563,586,1458,734,713,919,824,1023,1023,764,695,1061,953,1159,660,612,431,563,570,557,445,501,414,529,532,518,381,643,520,295,781,445,478,449,607,510,666,699,981,705,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,--,--,
