报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),20303,26414,29093,20805,18818,26848,29124,26882,33416,35230,36435,37849,35917,34345,37417,35919,8795,8535,10040,6442,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),10769,9763,8351,4995,6574,7311,7756,4988,6721,6758,7533,5068,5059,4220,5691,3598,4169,3679,237,15,
应收账款(万元),17314,13686,15749,16044,12714,10600,10124,13802,11214,10074,7780,12084,8619,8982,7225,9621,6735,4906,3579,3302,
预付款项(万元),5556,7155,2767,3945,4296,8159,5925,6358,7509,4414,10844,3263,2077,1958,2005,1787,1812,1737,2722,3232,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,0,--,16,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),93,106,61,160,96,108,52,93,78,78,39,124,84,67,45,97,35,41,36,41,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10427,9513,7317,7018,6779,6711,4849,5209,5005,5131,3747,4841,5075,5124,4446,5632,5227,4969,6010,4535,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,
其他流动资产(万元),1767,1735,1794,1657,1846,1740,1706,58,93,1,--,--,--,--,--,13,--,--,--,--,
流动资产合计(万元),66228,68371,65132,54624,51124,61477,59552,57391,65075,62725,67416,63230,56831,54696,56830,56666,26772,23868,22624,17572,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),53700,--,48838,--,44985,--,33787,--,25705,--,23203,--,26021,--,25238,--,25138,24096,22982,18728,
累计折旧(万元),15574,--,13817,--,12641,--,11416,--,10719,--,8830,--,9420,--,8558,--,7944,6965,6160,4618,
固定资产净值(万元),38126,--,35021,--,32344,--,22371,--,14986,--,14373,--,16601,--,16680,--,17194,17132,16822,14111,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),38126,35031,35021,32357,32344,22155,22371,22130,14986,14730,14373,16280,16601,16616,16680,16915,17194,17132,16822,14111,
在建工程(万元),4869,4240,3103,4633,3332,8896,7337,4660,2546,2565,2104,1362,1040,677,522,84,90,108,199,633,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2588,2597,2617,2805,2698,2718,2739,2759,1575,1580,1594,891,902,817,826,834,843,860,895,929,
开发支出(万元),248,107,18,1681,1372,1228,1196,1124,1058,1019,989,830,780,803,735,470,353,117,--,--,
商誉(万元),10012,10012,10012,10011,10009,10009,10009,10009,10009,10009,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),646,599,571,416,469,319,320,262,277,300,255,233,189,174,160,249,232,111,118,46,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),56490,52586,51343,51903,50224,45334,43971,40943,30450,30203,19314,19596,19512,19087,18922,18552,18712,18328,18034,15719,
资产总计(万元),122718,120957,116474,106527,101347,106811,103523,98334,95526,92927,86729,82826,76343,73783,75752,75218,45484,42196,40659,33292,
短期借款(万元),1500,1000,1000,--,--,--,--,--,--,--,--,--,--,--,900,900,1500,3300,7400,4900,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,134,134,134,134,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),7802,6752,4111,1883,1872,2067,1511,969,567,283,904,1122,942,705,959,1630,830,400,9,--,
应付账款(万元),8820,8483,7761,8275,6665,6911,5860,5725,4838,4107,3709,3094,3103,3407,3019,3622,3424,3240,3416,3427,
预收账款(万元),292,332,155,310,255,189,181,183,118,196,118,290,228,255,49,133,53,34,153,117,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),686,292,1142,305,464,949,581,396,330,382,315,448,323,75,132,444,267,133,145,124,
应交税费(万元),1383,600,989,1349,1504,603,979,738,1489,887,1419,1534,1032,458,954,1320,1193,676,589,235,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5114,8092,8339,4649,4363,8963,8947,8730,11461,11083,5208,1058,1020,32,2005,2004,2004,4,7,7,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,1000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),25599,25551,23498,16906,15257,19816,18193,16739,18804,16939,11672,7546,6648,4931,8018,10053,9271,7786,11719,9810,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,18,20,31,42,
专项应付款(万元),1000,1000,1000,2603,2433,2433,2433,2759,2432,2030,2030,2030,1530,1530,1530,1530,1000,1000,1000,1000,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1072,1122,1172,1221,1281,1320,1242,915,960,1017,1069,1105,1161,1217,1306,--,--,--,--,--,
递延所得税负债(万元),--,--,0,2,3,6,9,12,17,27,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,2453,--,--,--,1141,1197,1309,1532,1050,
非流动负债合计(万元),2072,2122,2172,3825,3717,3758,3684,3685,3410,3074,3099,5591,2696,2755,2846,2684,2215,2329,2564,2092,
负债合计(万元),27671,27673,25670,20731,18974,23574,21876,20424,22214,20013,14771,13138,9344,7686,10864,12737,11486,10115,14282,11902,
实收资本(或股本)(万元),29917,29922,29922,29517,29517,19680,19680,19680,19680,13100,13100,13100,12920,6460,6460,6460,4840,4840,4840,4840,
资本公积(万元),15236,15019,14656,11121,11086,20879,20815,20484,19936,25903,25903,25636,23363,29823,29823,29967,4389,4389,4389,4389,
减:库存股(万元),3904,4129,4129,913,1627,1842,1842,1869,2850,2453,2453,2453,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6388,6388,6388,5394,5394,5394,5394,4481,4481,4481,4481,3669,3669,3669,3669,2994,2994,2994,2315,1701,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),47227,45911,43806,40450,37933,39063,37542,35084,32015,31883,30927,29736,27047,26145,24936,23060,21775,19858,14832,10459,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),94864,93111,90644,85569,82303,83174,81589,77861,73262,72915,71958,69688,66999,66097,64888,62481,33998,32081,26376,21389,
少数股东权益(万元),182,174,160,226,71,63,58,49,50,-0,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),95046,93284,90804,85795,82373,83237,81647,77910,73312,72915,71958,69688,66999,66097,64888,62481,33998,32081,26376,21389,
负债和所有者权益(或股东权益)总计(万元),122718,120957,116474,106527,101347,106811,103523,98334,95526,92927,86729,82826,76343,73783,75752,75218,45484,42196,40659,33292,		
  
