报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),5395,24290,3314,1918,630,1229,1775,4737,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),4367,4964,5310,4329,1586,3530,4896,2402,
应收账款(万元),23421,20871,16969,16379,13636,13482,9278,6887,
预付款项(万元),892,855,467,394,978,275,425,633,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),874,686,754,423,404,396,328,804,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),9927,8017,6852,8578,6107,4952,7825,7362,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,15,18,18,18,3,
其他流动资产(万元),18330,37,17,--,18,8,77,98,
流动资产合计(万元),63206,59720,33682,32036,23378,23889,24622,22925,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),437,449,472,518,552,564,610,76,
固定资产原值(万元),--,9427,9221,9064,--,8811,--,--,
累计折旧(万元),--,3842,3523,2941,--,2315,--,--,
固定资产净值(万元),--,5586,5698,6123,--,6496,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),5632,5586,5698,6123,6413,6496,6758,7243,
在建工程(万元),8080,8028,7649,5041,4718,4648,3136,47,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2940,2913,2951,3029,3087,3106,3179,2334,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,10,15,33,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),417,413,411,382,263,272,147,120,
其他非流动资产(万元),16,8,8,--,--,--,--,--,
非流动资产合计(万元),17522,17396,17189,15092,15043,15102,13863,9819,
资产总计(万元),80728,77116,50871,47128,38421,38990,38484,32744,
短期借款(万元),6600,5700,6800,7100,5800,5800,6900,5900,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),1626,1416,--,300,--,--,--,461,
应付账款(万元),9273,7670,9361,8832,4857,5435,6082,5657,
预收账款(万元),1330,1249,743,873,1525,1360,3262,3862,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),676,593,693,660,363,458,418,357,
应交税费(万元),734,813,826,827,402,850,710,859,
应付利息(万元),12,10,10,12,11,12,14,11,
应付股利(万元),--,--,--,--,917,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),207,859,67,90,55,89,116,140,
