报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),5527,6796,4878,5235,5986,5718,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),5452,6230,8653,8480,7565,6900,
应收账款(万元),19617,17215,16234,14713,13114,10899,
预付款项(万元),478,162,140,148,319,439,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),31,40,31,40,62,114,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),6851,6426,6086,7060,7498,7807,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),54,53,65,1100,--,--,
流动资产合计(万元),38010,36922,36088,36776,34544,31877,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),3525,3557,3488,3527,3601,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,14833,14789,14304,4037,--,
累计折旧(万元),--,2287,1883,1447,1380,--,
固定资产净值(万元),--,12546,12905,12857,2657,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),12432,12546,12905,12857,2657,1418,
在建工程(万元),20,19,--,--,5735,3464,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2031,2046,2080,1363,1406,1437,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),145,147,152,136,139,142,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),488,481,396,241,268,227,
其他非流动资产(万元),4536,3246,189,--,--,--,
非流动资产合计(万元),23177,22043,19211,18124,13806,6690,
资产总计(万元),61187,58966,55299,54901,48350,38567,
短期借款(万元),5000,5000,4000,4000,4000,3500,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4850,3220,2100,4300,3110,2800,
应付账款(万元),15470,15214,16033,17049,15888,13756,
预收账款(万元),127,68,191,137,105,115,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),456,512,630,579,622,354,
应交税费(万元),839,1070,702,266,345,391,
应付利息(万元),--,6,5,--,--,--,
应付股利(万元),--,1200,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),43,38,42,455,3798,308,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),26786,26327,23704,26786,27869,21223,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),72,74,78,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),72,74,78,0,0,0,
负债合计(万元),26858,26402,23782,26786,27869,21223,
实收资本(或股本)(万元),12000,12000,12000,12000,10000,10000,
资本公积(万元),12585,12585,12585,12585,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1138,965,737,225,1341,927,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),8523,6932,6107,3199,9141,6416,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),34246,32482,31429,28009,20481,17343,
少数股东权益(万元),82,82,88,106,--,--,
所有者权益(或股东权益)合计(万元),34328,32564,31517,28115,20481,17343,
负债和所有者权益(或股东权益)总计(万元),61187,58966,55299,54901,48350,38567,		
  
