报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),93717,88102,108234,82932,52987,40907,49961,45586,44700,80709,112696,115918,76290,109043,99277,95286,148576,49386,58984,40255,42778,39024,52813,47783,45310,46440,31499,32540,32311,43835,76152,61678,32704,32193,44575,26319,22563,13429,13768,12671,10083,11814,13229,10658,8914,8671,10456,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,--,
交易性金融资产(万元),4705,4953,3385,4256,8809,11025,4292,4404,2079,1576,1571,1253,9967,14642,22999,21142,26237,32743,28046,30131,31191,22337,14660,13047,23884,26741,35036,30202,17807,15180,15425,4630,0,--,12,1,0,0,--,5,3,--,0,122,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,--,
应收票据(万元),2551,4811,4282,3248,3750,2617,2690,2773,1792,753,1026,931,416,1254,1732,956,889,318,335,893,1490,1785,1325,168,686,271,2233,1916,--,--,--,47,77,--,1000,1241,1091,2358,3110,1923,1700,1707,1174,4495,3262,3334,3842,
应收账款(万元),10062,11085,10860,8113,9308,10957,9342,5450,7597,4804,4491,4393,3866,4722,4392,4093,4376,5333,4547,3644,4212,3916,7047,5037,5342,5616,5093,4691,4920,4253,4096,3834,4057,2835,2573,6563,7394,6959,5153,4604,3967,3797,4337,4234,4454,4819,3326,
预付款项(万元),1478,209,206,338,89,155,191,219,157,262,154,297,262,163,215,494,622,509,128,91,249,1680,1835,2868,1668,1673,3706,2,1,--,1,--,0,--,0,3292,980,6,260,895,1218,576,473,1341,2045,116,82,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,--,
