报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),122556,131251,108069,115283,124348,143200,170922,112017,131470,136123,137154,120430,78513,63721,41859,8510,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),27500,27000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),250,814,1296,678,523,494,83,--,--,--,111,--,--,--,--,--,
应收账款(万元),6187,5936,5104,6682,7562,10837,6398,1532,706,1472,270,584,227,584,330,133,
预付款项(万元),1725,310,884,1230,1089,512,773,849,534,107,318,860,965,7811,13900,1757,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),27,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),676,478,437,638,625,981,561,1037,524,1039,234,1494,275,124,3437,58,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),27441,24933,33957,39207,32950,22265,23305,19290,18585,15306,19706,21801,21521,29432,10978,3332,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9342,11401,36954,30723,40227,38551,9811,569,1329,886,--,--,--,--,--,--,
流动资产合计(万元),195702,202149,186700,194442,207325,216841,211853,135294,153147,154933,157792,145169,101501,101672,70505,13791,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3090,3090,2100,2050,300,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,16800,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
