报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),18226,19210,19134,17663,29633,13704,10107,13844,14293,12434,10905,11389,6667,5590,3001,571,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),49,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),56,32,53,71,105,85,79,65,77,67,218,--,0,0,0,0,
应收账款(万元),8303,7596,6919,7215,6147,5817,4870,5083,3107,2574,850,336,242,159,53,159,
预付款项(万元),1401,1120,1117,835,2099,1008,833,510,403,371,179,54,957,39,169,88,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),63,79,62,66,40,62,42,97,5,33,15,4,0,0,8,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),16,6,39,9,24,18,18,11,8,7,7,4,94,5,334,1,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),7977,5963,5227,4054,5262,5995,6687,5494,3890,3722,3488,4358,866,1175,438,367,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),8851,12977,14419,16603,2500,6,2014,38,--,163,180,--,0,0,12,12,
流动资产合计(万元),44942,46983,46970,46516,45809,26695,24650,25141,21782,19371,15843,16144,8826,6968,4016,1198,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),200,200,200,200,200,200,200,200,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),3972,749,729,730,--,--,--,--,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,10736,--,10392,--,--,10246,10234,9619,8081,6937,3586,1995,1948,0,0,
累计折旧(万元),--,4156,--,3839,--,--,3296,3115,2427,1846,1340,1023,546,429,0,0,
固定资产净值(万元),--,6580,--,6554,--,--,6950,7118,7192,6235,5597,2564,1449,1520,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),7517,6580,6587,6554,6720,6794,6950,7118,7192,6235,5597,2564,1449,1520,1326,1306,
在建工程(万元),2464,2559,1364,924,480,49,35,--,4,--,7,959,0,0,160,315,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),1678,1683,1694,1704,1706,1416,1426,1436,1475,1515,1555,1599,1149,83,108,133,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),46,55,69,83,98,105,94,102,133,159,173,48,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),97,88,90,96,88,87,101,96,73,43,21,3,4,2,11,15,
其他非流动资产(万元),390,535,1403,643,441,709,415,415,37,35,42,236,0,0,0,0,
非流动资产合计(万元),16364,12449,12137,10934,9733,9359,9221,9367,8913,7986,7395,5409,2602,1605,1605,1769,
资产总计(万元),61306,59432,59106,57450,55543,36054,33871,34509,30696,27357,23238,21553,11428,8573,5620,2968,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,53,--,--,--,--,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,4000,3719,3972,--,--,0,0,0,0,
应付账款(万元),7313,5839,5412,4339,4502,4884,3888,169,119,88,3264,2420,1734,1475,1048,480,
预收账款(万元),565,427,398,297,348,224,235,--,--,--,135,156,41,306,299,146,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),113,77,66,150,97,75,38,129,115,103,59,48,0,0,0,9,
应交税费(万元),196,326,212,284,208,285,278,320,267,234,113,27,340,256,230,36,
应付利息(万元),2,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),22,23,16,22,18,20,18,29,26,23,14,3,9,35,10,18,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
