报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),7381,26654,6839,4412,4515,4949,5200,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),375,415,375,--,80,--,--,
应收账款(万元),19376,16249,18680,18574,14773,11779,8123,
预付款项(万元),782,293,417,559,517,556,565,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1102,788,784,869,800,655,958,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),7847,7766,6296,5187,6727,8360,6186,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),16000,--,--,--,--,--,--,
流动资产合计(万元),52863,52166,33390,29601,27412,26299,21034,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),4939,4939,4939,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,8669,8447,7466,--,--,--,
累计折旧(万元),--,3231,2925,2362,--,--,--,
固定资产净值(万元),--,5438,5522,5104,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),5497,5438,5522,5104,4861,4469,4128,
在建工程(万元),260,212,86,141,121,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1983,1998,2027,2039,1001,1011,486,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),706,615,614,494,373,230,119,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),13386,13203,13188,7778,6356,5709,4733,
资产总计(万元),66248,65369,46578,37379,33768,32008,25767,
短期借款(万元),1775,3975,3800,3150,4057,4516,4210,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),3465,1612,2369,1338,736,947,1137,
应付账款(万元),6246,6871,8744,5419,5141,5680,2755,
预收账款(万元),2155,1739,1625,983,1102,1352,2059,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),630,555,896,816,634,814,493,
应交税费(万元),1211,592,1611,1775,1755,1639,1596,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,400,500,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1053,1740,1074,1083,836,682,760,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),16534,17083,20119,14964,14761,15630,13009,
长期借款(万元),350,400,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),350,400,0,0,0,0,0,
负债合计(万元),16884,17483,20119,14964,14761,15630,13009,
实收资本(或股本)(万元),10000,10000,7500,7500,7500,6253,6253,
资本公积(万元),19407,19407,1303,1303,1303,2550,2540,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),338,271,239,201,115,50,13,
盈余公积(万元),1806,1806,1806,1307,870,536,162,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),17813,16401,15611,12104,9085,6862,3554,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),49364,47885,26459,22415,18872,16250,12521,
少数股东权益(万元),--,--,--,--,135,128,237,
