报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),36648,46287,42046,52247,26732,25130,24521,25648,13434,12485,9076,23121,19508,20399,14964,21911,25036,24444,24693,42856,24848,25971,27779,32446,29102,28563,29714,29091,30902,33560,29953,35807,35897,38401,39974,5126,4068,3916,1920,804,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收票据(万元),--,--,425,11315,339,101,1027,1121,25,0,124,2138,--,0,190,344,--,--,--,--,--,--,--,--,--,18,96,--,--,--,--,--,--,0,0,2,0,0,314,0,
应收账款(万元),81565,78328,62093,58051,61172,54947,32827,41647,22115,20584,21505,24527,22558,25284,22732,27221,17356,22221,18799,14899,16495,17490,16641,15478,15933,14223,12392,14587,13166,12568,12939,12574,10382,10291,10166,10416,7817,6535,1989,1399,
预付款项(万元),5165,4817,11880,4607,13414,13735,14698,3749,10728,7291,8302,1379,3217,3072,4389,2147,2798,2374,2854,2173,2178,1694,1869,1739,3048,2456,1805,2635,2494,1694,1925,1686,793,585,517,348,146,99,335,727,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收利息(万元),--,284,284,284,496,423,404,327,258,200,136,120,26,17,28,39,96,38,122,50,181,149,303,142,232,56,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他应收款(万元),6109,5246,3701,4673,3534,2853,2824,2525,4786,2738,2555,2489,3300,2990,2628,2649,2216,2559,2379,1765,1740,1652,1387,1372,1208,1053,1364,1114,1084,796,879,578,537,527,552,767,901,552,3552,3750,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
