报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),51697,52295,56591,52405,47929,55381,54164,59945,60715,55291,67398,74388,16920,15060,6570,37665,43425,26188,21381,41728,29231,24369,17667,29211,24647,43284,22304,50609,26002,59170,51841,68888,56655,52312,58254,58900,57672,17644,12783,21071,16910,22677,26169,31633,26555,35799,22808,29422,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),866,479,534,779,10859,10859,11090,11572,190,201,91,2090,348,61,21,1485,1546,626,1373,8983,5338,2148,508,3516,6408,9011,11034,12453,11220,12888,11373,9154,7806,4534,4620,6271,6319,8710,11347,9599,7816,8309,50,2376,1254,1850,3561,3879,
应收账款(万元),42063,44734,37477,42498,46683,45214,40378,35570,48824,60731,59348,80652,100256,110146,94445,110769,125044,133433,139050,137838,138635,137359,143089,138209,122169,109256,107326,116913,107284,104263,98478,109144,112192,119203,86534,97885,85012,89423,96913,93890,79384,69537,84271,73912,54951,45157,39823,34450,
预付款项(万元),8237,7682,8289,7581,8256,9107,8834,9064,14375,12344,10945,16343,8166,9297,9823,6548,19182,21922,10546,13859,13276,9580,9064,7836,9887,9589,2756,3261,4997,4072,1126,1188,1487,1781,4812,5462,2534,1874,2203,1813,3558,2505,3775,3786,482,325,3683,3624,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),7523,8797,7892,12578,6438,9887,10549,9437,8200,8597,13748,10917,10632,9364,9649,9069,11010,11673,12055,9044,7705,11377,10736,10336,6350,5640,6729,5001,4770,5105,6427,4630,4422,5034,3417,5057,4105,4402,3192,1981,3104,4301,4455,2938,4584,4921,4117,2495,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),15264,15900,13583,19752,13045,10405,11180,12420,19303,18501,21351,21153,36056,33211,34860,35991,50336,46384,44491,32016,45670,48375,43392,30151,37358,29024,30273,25939,39668,42191,43975,38921,58154,48065,43691,26439,35513,25306,19726,25432,34964,29496,26839,29921,31601,25351,20352,15794,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),160,323,447,265,186,342,681,1111,1366,823,70,70,--,--,58,58,93,45,54,55,22,34,175,345,--,4,--,11,--,--,--,15,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他流动资产(万元),2411,2166,2055,2010,2088,2325,2670,1549,1275,270,892,741,1865,1922,2495,4030,44,17,8,3,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,120,0,--,--,--,--,--,--,--,--,--,0,
流动资产合计(万元),128222,132377,126868,137868,135483,143519,139546,140667,154248,156758,173844,206354,174243,179061,157921,205614,250680,240289,228957,243527,239875,233241,224631,219604,206820,205807,180422,214187,193941,227690,213219,231940,240716,230929,201329,200013,191274,147360,146165,153786,145736,136826,145560,144565,119426,113404,94343,89665,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),9920,9920,9920,9920,7625,7625,7625,7625,15240,15240,15240,15240,596,596,596,596,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),33,33,33,786,786,786,786,786,18922,19628,19653,19815,19945,20036,20569,20533,20936,21111,23014,23299,21543,24369,30150,30415,37918,36501,36260,35054,27348,26182,21403,15780,23356,24401,24680,27283,25121,19915,17583,16742,13347,14101,9111,9492,6556,--,--,0,
长期股权投资(万元),3973,3864,3913,3904,8369,8489,8614,8568,19570,19769,19352,17387,13329,13620,13873,13873,14805,14805,16466,16466,13127,14512,14512,14512,14250,3999,2662,2662,3332,3332,3364,2502,2241,1741,1741,1741,705,705,801,801,755,560,500,500,500,500,500,500,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),499,509,518,528,537,547,557,566,576,586,600,605,405,409,331,418,--,--,--,--,--,257,262,268,273,278,284,289,294,299,305,310,315,320,326,331,--,0,--,--,--,--,--,--,--,--,--,0,
固定资产原值(万元),--,49680,--,49704,--,49735,--,51743,--,58364,--,58874,--,58741,--,59870,--,58641,--,59325,--,58849,--,56894,--,58218,--,52007,--,43797,--,43622,--,43100,--,41857,--,39867,--,39402,--,19880,--,13965,--,12369,--,11584,
累计折旧(万元),--,25597,--,24571,--,23453,--,22699,--,26588,--,25122,--,24091,--,23420,--,21902,--,22794,--,23561,--,21384,--,20407,--,18435,--,16649,--,14766,--,12912,--,10816,--,9155,--,7003,--,6326,--,5151,--,4681,--,3920,
固定资产净值(万元),--,24083,--,25133,--,26282,--,29044,--,31776,--,33752,--,34650,--,36450,--,36739,--,36531,--,35289,--,35510,--,37811,--,33572,--,27148,--,28856,--,30189,--,31041,--,30712,--,32400,--,13554,--,8814,--,7688,--,7664,
固定资产减值准备(万元),--,45,--,45,--,83,--,757,--,71,--,72,--,72,--,76,--,88,--,92,--,92,--,94,--,97,--,59,--,61,--,66,--,79,--,79,--,90,--,90,--,127,--,134,--,0,--,0,
固定资产(万元),23497,24038,24487,25088,25646,26200,27357,28287,30803,31705,32690,33680,33694,34578,35606,36374,36785,36651,36233,36439,35350,35197,35913,35416,36951,37714,32253,33513,26382,27087,27889,28790,29325,30109,30586,30961,29770,30622,31392,32310,32719,13427,9033,8679,8993,7688,7405,7664,
