报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),112435,104696,124967,147985,118002,106526,105731,113096,104755,114647,119299,108598,132374,107080,107475,93606,96819,105217,90645,80731,108763,98657,91026,64769,66470,74362,76123,71092,53600,74622,64332,58646,63476,58303,63789,71140,49513,39028,42205,37259,33255,26602,24029,29018,22804,16951,21358,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,33,20,0,2,10,4,0,--,--,--,--,--,0,58,25,46,44,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),--,120,--,202,202,--,--,--,--,--,--,--,168,220,142,--,--,--,--,--,20,--,300,--,591,965,558,770,500,446,365,695,564,876,1460,1220,1839,782,1611,1111,812,857,752,406,593,406,224,
应收账款(万元),38295,42336,38744,41270,46107,41625,43895,47928,61817,39582,49785,45871,41179,29947,40437,40488,38826,35451,34716,7385,7753,6333,18271,14056,14349,14827,23957,9242,13084,5357,15311,5079,5895,11342,7076,3868,3329,3746,3649,6049,6991,6551,5532,7223,6801,6138,6108,
预付款项(万元),653,358,354,794,421,703,786,1402,971,2079,1387,1119,806,2491,941,3743,2543,4104,2511,1627,704,802,1765,2119,4202,3370,3148,4056,3527,3724,3678,3447,4297,4144,3556,4098,4599,4593,4530,4932,4825,6043,4830,10227,9148,12564,8780,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收利息(万元),414,874,476,581,130,1417,779,593,52,722,1087,676,67,105,158,--,4,291,42,77,67,96,41,204,100,59,31,--,--,--,--,45,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收股利(万元),230,--,--,120,120,509,509,509,736,509,509,509,592,509,609,509,509,509,509,--,--,--,--,--,340,50,--,--,162,69,69,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
其他应收款(万元),73239,74885,51162,60343,108169,68582,67509,70715,87972,102242,88002,76299,95696,176750,99576,137602,103576,78929,97247,97854,84945,79104,76213,93804,89688,90684,113082,86597,93583,87632,99486,77266,68631,65903,79608,51449,45671,34693,35871,33865,43224,37383,38591,26234,25809,23444,24318,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
存货(万元),41715,30850,39541,41349,44963,49900,55443,68100,79373,64406,73193,75617,68618,60723,67173,55794,52238,38132,62439,45669,35990,37469,52524,41048,42486,39338,43828,34194,33794,28590,41331,37561,40761,32972,35702,44829,45615,46651,44622,55477,52482,65529,53593,64169,55983,55740,49311,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
其他流动资产(万元),2894,2600,3051,2470,2572,2699,450,171,161,172,163,280,669,353,186,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
流动资产合计(万元),269876,256720,258294,295113,320686,271961,275102,302513,335838,324359,333424,308970,340170,378179,316699,331742,294515,262634,288109,233343,238242,222462,240141,216001,218227,223655,260727,205951,198250,200461,224605,182758,183622,173542,191201,176608,150565,129493,132488,138693,141589,142965,127327,137334,121162,115289,110143,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
