报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),22447,5632,6912,5795,4082,1361,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),226,596,231,250,123,--,
应收账款(万元),3849,4037,5315,3358,5647,3029,
预付款项(万元),675,180,138,146,12,218,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,2,3,21,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1126,1058,1720,7382,2939,1243,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4552,2045,1038,2406,1089,610,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),2619,2603,1780,1245,903,--,
其他流动资产(万元),684,380,1854,1499,39,99,
流动资产合计(万元),36179,16532,18990,22083,14854,6559,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),20,20,20,--,100,100,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),55593,53983,51156,46041,38602,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,6393,6374,6065,5201,--,
累计折旧(万元),--,1313,1117,849,535,--,
固定资产净值(万元),--,5080,5257,5216,4666,--,
固定资产减值准备(万元),--,--,--,158,158,--,
固定资产(万元),4977,5080,5257,5058,4508,3517,
在建工程(万元),1562,1468,1318,464,46,1475,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3710,3723,3763,3843,3924,36796,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),43,52,71,9,--,2127,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),455,462,139,82,97,79,
其他非流动资产(万元),316,303,140,5,5,1,
非流动资产合计(万元),66676,65091,61864,55502,47282,44095,
资产总计(万元),102854,81623,80853,77586,62137,50654,
短期借款(万元),995,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,400,--,--,
应付账款(万元),6240,5492,6158,4241,3356,2526,
预收账款(万元),1137,1126,180,1173,36,190,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),253,283,374,285,174,74,
应交税费(万元),613,985,1495,1216,963,608,
应付利息(万元),14,16,19,37,12,3,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1003,1253,3094,2535,17986,23974,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3660,4422,4969,4001,3778,1400,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),13916,13576,16287,13888,26305,28775,
长期借款(万元),5257,6723,8730,14088,6160,1100,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,668,5670,1934,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),4855,4651,4233,3414,2636,4734,
长期递延收益(万元),4261,4335,1365,1441,1587,796,
递延所得税负债(万元),698,768,687,488,346,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),15070,16477,15014,20099,16399,8564,
负债合计(万元),28986,30053,31302,33987,42704,37338,
实收资本(或股本)(万元),10667,8000,8000,8000,5000,5000,
资本公积(万元),41561,24221,24221,24221,3319,3300,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),238,238,238,149,31,--,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),15655,14089,12212,7682,7721,1874,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),68122,46549,44671,40052,16071,10174,
少数股东权益(万元),5746,5021,4880,3546,3362,3141,
所有者权益(或股东权益)合计(万元),73868,51569,49552,43598,19433,13316,
负债和所有者权益(或股东权益)总计(万元),102854,81623,80853,77586,62137,50654,		
  
