报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),304193,48113,75142,70801,57725,56701,42960,38095,40659,53293,39231,18255,27738,28935,22858,7626,8161,11702,28841,39539,41523,44656,44546,44824,47566,54327,58399,6151,7152,8057,5544,1708,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收票据(万元),36643,33428,34941,32408,31812,25867,34691,34276,22312,22038,17402,12816,14085,12308,12077,13776,16853,12991,9201,6831,3999,5111,3590,1291,851,2739,2413,846,1680,513,1568,1458,
应收账款(万元),117599,78450,66471,56925,65163,60178,64600,59510,65833,62117,61667,52786,48419,45353,38593,33644,31819,32060,29485,28374,26145,25401,24203,24902,25815,25227,23983,25952,21996,20668,16966,10824,
预付款项(万元),29840,5481,6412,5242,6286,1870,5210,5094,5816,2201,7666,7925,6045,3051,5344,2617,1704,1968,2995,2086,1389,1189,5017,6027,5231,2861,2230,2247,3057,1277,485,612,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收利息(万元),88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),7375,8875,7376,9400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),49529,1581,3871,27567,1957,1868,4171,6173,2962,5423,3736,3766,2875,2461,4305,2299,2501,2364,248,2013,1718,1710,1558,1733,1147,847,457,324,94,117,281,374,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
存货(万元),54956,47389,45655,41234,42181,41344,37353,38340,41439,38783,40007,42299,42621,43042,46353,41157,43127,41210,38856,34723,33416,33001,31212,31261,27410,24111,24236,22161,19328,17943,14682,10426,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,1128,653,618,957,1281,814,737,686,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),6769,7588,4760,4353,6868,4783,2667,11314,2121,2873,3115,2808,2279,2613,3128,2410,1588,1848,1437,1660,1534,1256,348,443,595,838,1317,676,945,517,291,372,
流动资产合计(万元),606992,231933,245757,248581,212611,193568,192932,193616,181880,187413,172823,140655,144063,137762,132659,103530,105752,104143,111063,115225,109724,112323,110475,110482,108615,110949,113035,58357,54252,49092,39817,25773,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
可供出售金融资产(万元),49566,43155,41533,33333,27475,23115,20710,17710,3115,1315,1140,990,990,680,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),20503,12749,7718,7111,4188,5943,1769,1769,15400,--,--,--,--,--,680,--,--,--,--,--,--,--,1079,1016,1164,1088,996,961,904,830,552,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),--,170116,--,155421,--,150645,--,135163,--,135322,--,124345,--,120314,--,93525,--,86417,--,69435,--,65366,--,49738,--,45650,--,31457,--,27328,18272,--,
累计折旧(万元),--,51845,--,46380,--,41588,--,35583,--,32535,--,28015,--,23520,--,18951,--,16122,--,13578,--,11229,--,8821,--,7218,--,6162,--,5005,3139,--,
固定资产净值(万元),--,118271,--,109041,--,109057,--,99580,--,102787,--,96330,--,96794,--,74574,--,70294,--,55856,--,54137,--,40916,--,38432,--,25295,--,22323,15132,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,
