报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),4324,3817,4987,19761,59541,80167,68753,76107,44718,48278,39780,50008,31452,40821,30546,46226,35911,34160,33743,34369,17373,24618,27977,32475,25582,37040,34450,37283,40361,46018,3952,6872,3981,4185,651,2603,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
应收票据(万元),196,360,247,2097,2923,550,1193,3677,608,421,1253,1558,1630,2017,2819,3598,876,1435,1161,1099,2473,667,1499,3358,3208,1503,1897,1473,62,814,540,210,349,470,--,0,
应收账款(万元),84917,88314,92095,95466,105876,91390,93774,76617,52454,54406,53546,42493,59117,53002,48181,43956,35824,28572,24765,24411,32049,29860,30723,27238,19186,16643,16750,15464,15140,11468,6956,5735,6795,7255,8846,6814,
预付款项(万元),6240,6899,7321,7042,13248,10014,11440,10497,15384,13607,16430,9818,13033,11002,10205,6114,10693,7765,7930,4755,13180,9720,6984,5608,9641,4748,7691,7666,2322,1923,1692,1662,1457,1627,1157,287,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
其他应收款(万元),100965,101519,92791,98950,6018,6351,4725,5439,8567,9288,17259,16636,1458,2912,594,638,735,2175,859,469,771,792,799,396,500,422,608,376,393,381,416,238,231,423,1196,1035,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,0,--,--,0,
存货(万元),44621,44332,43205,41571,35851,33612,35147,32697,35380,33848,36053,36756,33247,30578,24034,24832,24949,25227,22791,22285,20367,17229,10706,6364,9718,8276,9376,7221,9147,8077,6857,6487,5098,5438,2952,2519,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
其他流动资产(万元),44969,49188,49874,49599,1477,1729,17912,18201,1107,1079,993,1356,83,528,3416,610,--,--,--,--,--,--,53,--,--,0,--,--,--,--,0,--,0,--,--,0,
流动资产合计(万元),288604,294431,290519,314486,224935,223814,232944,223235,158218,160928,165315,158626,140020,140860,119795,125973,108988,99335,91248,87388,86213,82885,78740,75440,67835,68633,70772,69482,67425,68681,20414,21204,17910,19398,14803,13260,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
长期应收款(万元),152,152,152,152,140,140,140,140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
长期股权投资(万元),2589,2601,2745,2768,2583,2630,1600,1600,--,--,--,--,--,--,--,--,--,--,2400,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,0,
固定资产原值(万元),--,91999,--,91434,--,75678,--,73711,--,69008,--,69749,--,60435,--,29601,--,29318,--,27796,--,24017,--,18270,--,15934,--,8951,--,7815,0,7803,7274,6360,--,0,
