报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),37009,56626,57864,57016,59862,52224,49856,51013,65958,59756,98614,19133,18642,13788,15163,15687,29717,9386,15050,16571,7184,4296,6745,5001,6175,3844,4054,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),93,352,283,240,331,--,364,350,786,657,40,20,51,--,10,32,278,247,740,1147,1084,--,610,635,231,5,--,
应收账款(万元),35031,30104,28627,29822,30103,33365,31333,31683,30879,28998,32363,23874,25745,24162,23724,21727,23266,21513,19431,18340,18225,--,13870,14221,7777,5316,2950,
预付款项(万元),473,376,932,1034,581,547,233,2317,546,220,160,157,161,199,525,350,227,177,178,329,130,--,576,621,158,107,7,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,468,138,221,--,165,185,227,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,1084,858,901,556,920,691,1671,1385,821,1359,619,480,520,530,323,318,386,279,588,635,971,679,523,480,291,265,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),3858,5414,4580,4227,3325,5063,4519,2354,1608,1061,1266,254,106,520,192,196,297,0,0,--,--,--,--,--,5,79,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,21,--,--,--,2,127,127,130,137,--,166,66,92,--,--,--,--,--,--,
其他流动资产(万元),4,--,--,--,4,--,--,--,0,--,--,--,--,247,247,--,73,--,371,201,7,--,368,84,--,--,--,
流动资产合计(万元),77187,93954,93611,93377,94984,92119,87161,89571,101410,91513,133802,44057,45187,39563,40519,38444,54314,31710,36216,37243,27356,21758,22848,21086,14826,9642,7276,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6761,5591,5591,5591,5591,5986,5986,3986,26,28,28,28,28,32,32,32,32,8,8,31,31,--,15,21,39,36,51,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),1169,--,1113,--,1114,--,1188,--,1256,--,1662,--,1365,--,2263,--,2174,--,3050,--,3055,--,2860,2621,2407,--,--,
累计折旧(万元),764,--,738,--,721,--,780,--,764,--,1012,--,831,--,1562,--,1341,--,1972,--,1719,--,1523,1271,814,--,--,
固定资产净值(万元),405,--,375,--,393,--,408,--,492,--,650,--,534,--,701,--,833,--,1078,--,1336,--,1337,1350,1593,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),405,360,375,367,393,410,408,451,492,599,650,491,534,640,701,766,833,955,1078,1208,1336,--,1337,1350,1593,1771,1014,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1714,1763,1204,1429,1693,1712,1951,2212,2474,2673,2928,1251,1408,1548,1730,1911,2096,559,628,540,601,--,660,751,731,582,107,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,1324,1028,731,362,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),107705,52218,52218,52218,52218,90700,90700,90700,90700,90700,92200,42782,42782,42782,42811,39298,39298,2961,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),14,18,23,27,31,42,47,50,55,87,87,116,146,52,84,116,147,331,211,11,15,190,279,470,300,203,15,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1536,1574,1391,1341,1303,1426,1361,1248,1247,1076,1353,1183,1156,1058,1042,305,336,274,273,252,270,--,276,195,743,380,214,
其他非流动资产(万元),7881,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),126036,61544,60822,60993,61249,100296,100473,98668,95014,95182,97267,47195,47102,46864,46781,42447,42762,5088,2198,2042,2252,2347,2567,2786,3405,2972,1401,
资产总计(万元),203223,155498,154434,154371,156233,192415,187634,188239,196423,186696,231068,91253,92289,86427,87300,80891,97076,36798,38414,39284,29608,24105,25415,23872,18231,12615,8677,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,2000,3000,6000,7050,6550,--,5819,5000,1300,500,200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),--,--,7086,5613,7358,8502,7116,5377,4119,2584,2159,297,301,314,308,109,183,126,138,116,186,140,272,251,277,256,96,
预收账款(万元),727,512,326,707,437,214,327,363,517,787,379,504,334,754,680,416,354,188,99,418,152,193,88,130,101,148,48,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1483,1085,1071,1102,1066,997,1011,957,1007,930,848,678,688,551,561,423,438,282,237,243,168,--,204,238,292,262,277,
应交税费(万元),2835,1218,539,1368,2058,1445,923,1180,4172,2074,1873,1171,2304,1148,1064,431,1391,328,692,302,976,--,571,1007,648,730,474,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,34,158,65,102,1495,1527,1486,8797,11250,59905,3688,4049,4660,6817,722,14230,720,30,11,53,134,9,40,574,211,231,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),4800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1020,1019,1018,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,72,--,26,109,134,165,185,222,--,231,283,279,466,280,
流动负债合计(万元),49213,11212,9179,8855,11021,12652,10903,9363,18612,17624,65164,6338,7677,7498,9430,3128,18705,4777,8380,9344,9324,6582,7193,6950,3471,2573,1605,
长期借款(万元),11200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1020,--,--,--,--,1017,1015,1011,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),547,1324,324,398,398,419,419,203,203,263,273,334,344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),32,17,25,44,69,94,120,145,170,195,220,153,170,188,206,223,241,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,72,86,106,153,256,435,633,194,
非流动负债合计(万元),11778,1342,349,442,467,514,539,348,373,458,493,487,515,188,206,223,241,1020,23,72,86,1124,1170,1271,1446,633,594,
负债合计(万元),60991,12553,9529,9297,11488,13166,11441,9711,18985,18082,65657,6825,8191,7686,9635,3351,18946,5797,8403,9416,9409,7706,8364,8220,4917,3206,2199,
实收资本(或股本)(万元),27703,27703,27703,27703,27703,27703,27703,13852,13839,13807,13807,11522,11522,11522,11522,5761,5761,5143,5143,5143,4500,--,4500,4500,4500,4500,1593,
资本公积(万元),118409,118137,118137,118137,118137,118111,118111,131962,131196,129036,129036,49869,49869,49818,49818,55579,55579,14101,14101,14101,3592,--,3592,3592,3592,3592,5061,
减:库存股(万元),15000,4046,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2633,2633,2633,2633,2633,2633,2633,2633,2633,1473,1473,1473,1473,1336,1336,1336,1336,905,905,905,905,--,520,520,304,106,331,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),8488,-1482,-3568,-3400,-3729,30803,27746,30081,29770,24297,21095,21563,21233,16065,14989,14865,15454,10851,9862,9719,11202,--,8439,7039,4918,1211,-508,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),142232,142944,144905,145074,144744,179250,176193,178528,177438,168613,165411,84428,84098,78741,77665,77540,78130,31001,30011,29869,20199,16399,17051,15651,13314,9409,6478,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),142232,142944,144905,145074,144744,179250,176193,178528,177438,168613,165411,84428,84098,78741,77665,77540,78130,31001,30011,29869,20199,16399,17051,15651,13314,9409,6478,
负债和所有者权益(或股东权益)总计(万元),203223,155498,154434,154371,156233,192415,187634,188239,196423,186696,231068,91253,92289,86427,87300,80891,97076,36798,38414,39284,29608,24105,25415,23872,18231,12615,8677,		
  
