报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1442715,1348437,1166858,1150691,1374838,1003977,1322562,1295398,1062940,1012687,1138037,1134341,1373085,1101108,669710,381302,332326,380273,379226,436548,302983,393718,351124,411125,373376,364556,338569,386865,341040,437574,482044,461631,323317,357924,321005,408727,315962,343018,184574,152537,117577,87217,119817,171124,162562,112536,105716,69603,93272,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),25480,112651,85545,27329,34256,73683,53607,55474,23464,86600,49715,195869,127584,73516,45797,11228,5137,19647,24838,40103,30642,45969,38800,29908,1175,6140,5899,1539,934,3774,1643,320,194,1314,935,7346,10914,8,0,1,1,1,1072,2356,1847,516,592,34,53,
衍生金融资产(万元),8692,9793,6869,8013,9252,10238,5527,6457,14222,1427,2078,3647,602,1188,122,59,274,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,--,0,
应收票据(万元),186297,208089,288916,284530,243619,279631,338398,266748,130713,138891,145706,142136,147187,178679,22007,14032,16414,13837,13699,11963,12294,9736,12192,7435,10252,8113,13902,12428,25894,15291,6961,6846,8742,2740,6089,4617,6047,4089,0,0,--,--,220,--,3600,--,--,0,0,
应收账款(万元),592048,704950,667040,580460,549274,580098,632597,600555,514387,531181,501960,425006,403408,370921,85462,85829,97342,86091,81854,85500,100693,78117,71221,61313,53373,56900,57030,48407,55877,48493,53253,57872,43580,51291,46358,42460,33381,37614,18415,17802,21369,26327,29330,24530,34617,28571,29891,29713,38647,
预付款项(万元),797611,1320802,1059145,1135345,686562,1161995,922624,1080459,738130,883037,684733,712084,507712,845945,140591,155378,111764,147138,123215,135583,115006,180476,138886,140720,140244,195071,188308,178008,132167,169390,129507,141213,110092,109419,106322,125786,109404,132235,32692,22915,24635,23664,26033,26992,28857,23961,19081,17299,17267,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
应收利息(万元),5441,4888,5325,7252,6153,4024,5699,5070,1513,3103,3638,3131,3380,4002,1907,626,289,910,701,498,182,1344,1313,814,269,273,250,453,595,--,--,--,--,10,0,--,0,--,0,61,44,156,--,--,0,--,--,0,0,
应收股利(万元),1319,1428,3300,1428,334,8,13,14,14,132,144,144,1168,545,131,133,146,550,150,150,150,--,--,--,--,--,119,--,--,--,--,--,--,--,0,--,0,--,0,7,--,--,--,--,0,--,--,0,0,
其他应收款(万元),--,--,316389,226673,199674,254103,316161,909585,860483,221415,184296,212555,218236,320762,90435,107962,94389,83423,75506,74053,42222,37352,69440,35161,59639,43132,41024,74539,42726,41173,40009,40307,32511,46952,81603,60357,37683,38527,25412,26698,29584,71134,66292,52835,62766,58582,47464,33246,31262,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,5517,0,7083,--,9396,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
存货(万元),1844908,2134935,1882932,2194548,1597791,1845102,1763825,1925125,1216898,2637346,2584069,2476092,2289056,2718877,1738026,1730268,1641065,1673921,1588817,1553883,1570886,1548705,1434506,1354238,1291005,1280075,1254434,1238297,1185875,1091753,1075997,1029847,903589,861627,769979,677795,621347,602067,396623,386660,384597,403787,343287,283246,273035,272358,245560,234433,223211,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,--,0,
一年内到期的非流动资产(万元),118714,186687,180707,218794,220294,6590,14558,13725,19260,95691,97613,23466,88528,100221,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,1000,--,14518,14518,8520,8520,--,--,0,0,
其他流动资产(万元),222352,375487,384855,315839,172928,215758,229033,308256,173056,340139,336099,288147,246991,426236,154028,168834,153854,157891,109287,104599,93861,83313,68640,66264,80746,74823,84744,68491,68113,68546,94640,126291,115287,89120,78383,137914,162096,103938,38838,30097,28437,--,--,28,0,32,6,9,0,
流动资产合计(万元),5473203,6725599,6054648,6157670,5101742,5441976,5614912,6474001,4763521,5951649,5728090,5616618,5406936,6141999,2948218,2655651,2453000,2563680,2397293,2442880,2268919,2378728,2186121,2106977,2010079,2029084,1984280,2009026,1853219,1875996,1884054,1864327,1537313,1520397,1410674,1465002,1296833,1261496,696553,637779,606244,626804,600569,575148,575804,503639,448309,393732,403712,
发放贷款及垫款(万元),212490,190148,192785,169423,148577,103105,48275,48097,53484,34410,39695,24661,22905,19005,17014,10178,15402,36044,41442,42934,32249,39671,36871,34119,32117,48697,45265,50830,47240,48740,35243,26341,7443,21242,20768,19575,6482,--,0,0,--,--,--,--,0,--,--,0,0,
可供出售金融资产(万元),353665,497451,567029,694639,731173,740058,686994,781860,845216,630777,461998,254883,273815,268942,195328,116184,101549,53148,20600,19614,17980,24104,25967,32328,30347,28659,35469,40067,37560,46286,55709,59713,56056,49906,42109,36527,38634,19314,17976,23317,22989,20686,28988,50737,65181,2039,1393,0,22800,
持有至到期投资(万元),--,--,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3580,3580,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9272,9772,--,0,--,0,0,1000,--,--,--,0,3000,3000,10000,0,
长期应收款(万元),744996,845115,905790,957809,914915,939630,783933,667795,658885,377365,369208,317427,251269,226659,144570,122804,107707,80883,74693,59235,44248,39974,32753,23505,20229,19402,20829,21291,18767,24404,29261,27735,22784,27543,17314,12098,8953,3998,0,0,--,--,--,--,0,--,--,0,0,
长期股权投资(万元),223316,213045,247006,281880,336410,452751,420252,141988,199104,103657,97879,105185,82825,84377,25964,27856,27604,28698,59433,58161,55334,46525,42978,40145,40515,28699,28893,29999,29992,29682,25770,26767,25505,24479,24429,26947,31407,25011,12330,12385,17514,11741,12366,12094,14117,23297,23220,24652,22666,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,--,0,
投资性房地产(万元),261300,237585,244697,244358,244358,220687,225080,234281,225080,373982,373798,373798,373798,172176,5375,5440,5529,5599,5869,5691,5761,6168,6250,6366,6433,6300,6367,6953,7030,7113,7186,7262,7336,7407,7480,7031,7101,7179,2983,3014,3045,1457,1475,1494,1513,1535,1553,2611,2760,
固定资产原值(万元),1102121,--,1020738,--,944136,--,791507,--,763981,--,739538,--,730859,--,229308,--,223269,--,218828,--,203176,--,189495,--,--,--,183056,--,181035,--,166225,--,158849,--,156156,--,150951,--,40223,--,39921,--,44989,--,42415,--,42098,--,40614,
累计折旧(万元),368877,--,341908,--,316821,--,313224,--,288674,--,273393,--,254667,--,85060,--,79926,--,78358,--,72642,--,69602,--,--,--,64082,--,60533,--,56043,--,50882,--,49304,--,44309,--,9487,--,8804,--,10583,--,9754,--,9086,--,8348,
固定资产净值(万元),733244,--,678830,--,627315,--,478282,--,475307,--,466146,--,476192,--,144248,--,143343,--,140470,--,130534,--,119893,--,--,--,118974,--,120502,--,110182,--,107967,--,106853,--,106642,--,30736,--,31117,--,34405,--,32661,--,33012,--,32266,
固定资产减值准备(万元),5146,--,5146,--,5146,--,6761,--,6761,--,6748,--,6748,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,0,
固定资产(万元),728098,696726,673685,637392,622169,454379,471522,524054,468546,477171,459397,467760,469444,392676,144248,143495,143343,146175,140470,129168,130534,126058,119893,121969,123900,121077,118974,119381,120502,111626,110182,107115,107967,107349,106853,106191,106642,104345,30736,30849,31117,29752,34405,32837,32661,32987,33012,32033,32266,
在建工程(万元),118496,68808,61718,73402,71257,111025,96108,105447,68802,43537,37924,15175,27290,44227,4104,6014,5705,3556,8435,14219,13561,9228,11517,12620,11240,9060,7007,5871,5225,4849,3100,2065,930,2287,2707,3695,2310,4181,1101,1013,485,1634,1792,2267,2216,1846,1606,1616,1448,
工程物资(万元),58,--,59,63,58,61,69,63,64,75,75,80,87,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,--,0,0,
