报告日期,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16657,20669,22894,10685,16314,11201,10796,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,156,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),9760,12665,11277,11153,7675,12348,1700,
应收账款(万元),9537,5811,9000,11773,8247,5633,5880,
预付款项(万元),16027,9982,4206,5641,7231,3218,5138,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,1450,--,290,--,--,--,
其他应收款(万元),745,578,631,1305,733,1627,1411,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),2897,1765,2261,6131,3912,1848,1491,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),447,252,64,325,456,129,31,
流动资产合计(万元),56069,53170,50333,47304,44568,36005,26603,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),2214,1729,2743,2585,2602,2454,19858,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),18147,17885,17348,--,18503,--,--,
累计折旧(万元),11011,10387,9149,--,8731,--,--,
固定资产净值(万元),7136,7498,8200,--,9772,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),7136,7498,8200,8591,9772,9763,10776,
在建工程(万元),--,--,--,--,30,--,2,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),295,325,386,416,446,348,728,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),1974,2064,2244,2326,1405,1506,1503,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),507,435,138,162,116,104,109,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),12126,12051,13710,14080,14370,14174,32976,
资产总计(万元),68195,65222,64043,61384,58938,50179,59580,
短期借款(万元),7000,5000,6000,6000,7000,6000,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),352,--,--,--,--,--,--,
应付账款(万元),9915,8948,6674,8563,5287,4375,1190,
预收账款(万元),4845,4455,5861,4782,5979,2583,1398,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),0,235,336,55,56,49,40,
应交税费(万元),1113,1633,1139,972,852,1162,1041,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),400,400,800,800,--,--,2137,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),249,194,1127,1982,1262,1238,1151,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
