报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),62022,61528,71012,16636,25442,24903,44775,14791,20113,16356,34118,20855,35463,31934,29583,38402,34049,51515,38430,33829,32033,44167,37009,42025,33364,31804,38764,40054,32940,32748,41184,39759,55930,62508,84533,30032,36603,28020,18325,20625,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,4,101,--,--,222,101,--,51,--,--,999,687,335,288,257,88,--,140,332,548,466,364,256,--,0,--,0,0,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
应收票据(万元),27151,25066,23788,17941,13028,8615,10308,8547,6206,6702,6176,5560,5075,2957,7010,7547,7020,7941,8117,6906,5243,2701,7816,5479,4309,9738,5680,7310,8366,6098,6163,8779,8218,3596,2271,2343,4651,195,424,639,
应收账款(万元),60900,61560,54778,52303,59272,60223,47034,80614,65483,63472,43210,54889,52485,43284,40825,42749,42427,45000,32383,30846,34438,39840,24402,41622,42589,32992,17558,26108,24126,20043,12533,14531,12375,17553,11794,13659,12230,11861,10702,6491,
预付款项(万元),11052,12049,12784,5145,4310,5023,4221,6610,4742,4314,2338,7129,4874,4953,3960,6816,6055,3250,3584,1581,2841,4940,3078,8736,5741,8884,9440,10440,9280,11219,10523,5345,5598,5347,4378,6167,4843,4373,5878,4145,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,
