报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),14588,17129,12219,19524,15506,15123,14046,12965,16760,30873,33610,20681,28070,14827,10343,10666,16929,8601,17734,19483,24139,18286,22465,52760,54795,107432,86314,95482,85782,105377,28505,29005,40365,43080,116978,122586,126010,10634,9684,9023,6870,5637,4250,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
交易性金融资产(万元),96692,--,0,--,--,--,0,0,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,1,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收票据(万元),0,--,0,--,--,--,0,0,19,48,0,0,--,5,0,0,105,245,0,31,10,2420,1861,999,406,946,2089,636,45,567,74,288,285,--,53,235,0,0,0,0,0,--,61,
应收账款(万元),7971,9274,8113,5574,5812,8091,6174,6782,5965,7050,4482,3972,3658,3191,4109,2361,1759,2917,3095,2587,2424,2045,3123,2309,3028,3857,3415,3793,3698,3740,3999,4806,2996,3317,2923,2163,2006,2109,1396,1527,1287,2819,5368,
预付款项(万元),527,631,419,968,529,423,583,1008,746,394,1179,1251,1248,1170,1092,698,389,323,370,349,298,270,248,261,356,184,157,219,190,193,560,924,837,689,1782,1246,202,186,726,1413,1749,58,237,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
