报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),91690,110492,97364,101975,113760,102487,118206,117719,133962,132450,152219,160995,151813,99651,100706,95036,102095,86282,66966,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,1273,2257,2451,7692,8688,2098,5466,7383,5727,2475,
应收账款(万元),20515,21559,14843,14132,19559,15235,10063,14098,11125,5322,3083,2796,2029,2121,2094,1517,1725,1858,2314,
预付款项(万元),20302,20034,25684,18069,20753,19712,20787,15214,16037,13457,20410,19948,16342,7375,2938,880,4868,5076,5588,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),762,466,696,622,514,862,822,955,562,703,384,733,500,391,550,697,201,377,175,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1146,1209,1226,1350,1663,2198,1066,962,724,824,1383,1120,1599,1307,1246,1311,860,1196,1000,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6059,7371,13067,10563,11985,10169,15663,14237,17996,23272,6547,10027,8909,5767,4015,3828,6187,6147,5113,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),51646,38389,48625,50457,44829,53760,33327,34271,29505,35051,4125,3725,3871,5736,4075,5555,6039,4193,3690,
流动资产合计(万元),192120,199518,201505,197170,213063,204422,199934,197456,209912,212352,190409,201795,192756,131036,117722,114290,129358,110857,87320,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),6000,6000,6000,6000,6000,6000,6006,6006,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1694,1665,1170,1102,1103,1133,--,--,--,--,33,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,24015,--,23595,--,23162,--,21884,--,21691,--,14066,--,13389,--,13016,11922,10071,9206,
累计折旧(万元),--,12451,--,11868,--,11141,--,10575,--,9725,--,8954,--,8409,--,7823,7261,6185,4933,
