报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27901,19828,4111,11315,8900,10331,16609,5613,8031,7068,8505,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),161,1961,7581,8058,2434,643,239,262,413,428,478,
应收账款(万元),16804,21051,23252,16867,23556,9650,8079,18576,8007,7425,2933,
预付款项(万元),8884,2901,3402,3043,1469,1516,1841,924,1788,1340,825,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),71,81,137,46,293,236,167,1271,239,563,1039,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),27849,25192,28725,24123,21411,23761,21118,17503,18400,19973,20066,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),20466,22656,2850,1757,3117,2700,2711,1707,997,703,410,
流动资产合计(万元),102136,93670,70059,65210,61179,48838,50764,45856,37875,37501,34254,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),345,351,357,363,375,387,412,428,436,450,--,
固定资产原值(万元),--,32236,--,32119,--,26689,--,22979,--,--,--,
累计折旧(万元),--,14100,--,12323,--,9986,--,7705,--,--,--,
固定资产净值(万元),--,18136,--,19796,--,16703,--,15274,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),17912,18136,19161,19796,17522,16703,15690,15274,12011,9067,10183,
在建工程(万元),1263,1228,854,617,3395,4570,1125,446,2525,2776,137,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),836,796,803,810,824,832,867,880,901,933,766,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,5,9,21,43,64,107,77,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),593,717,913,698,1201,525,342,572,314,316,313,
其他非流动资产(万元),2716,2620,2699,2644,2590,2535,3869,3218,1802,231,--,
非流动资产合计(万元),23666,23849,24787,24928,25912,25562,22326,20860,18053,13880,11476,
资产总计(万元),125802,117518,94846,90139,87091,74400,73090,66717,55928,51381,45730,
短期借款(万元),--,--,--,--,--,--,1000,1000,--,--,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2250,--,--,--,3320,--,3475,1000,1355,4919,500,
应付账款(万元),6160,5940,10589,8052,8359,6764,7263,10346,6819,7859,7989,
预收账款(万元),4435,1210,7315,7224,1150,1302,3571,1318,2996,1753,1935,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2006,1986,1550,1880,1517,1678,1750,1440,1310,719,644,
应交税费(万元),148,280,669,639,1436,97,742,1794,293,476,291,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),406,568,267,385,663,275,287,581,294,283,350,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
