报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),5445,8804,4410,8978,5771,10569,5561,19418,6645,9112,40992,38626,33055,33132,29131,11436,9755,11214,22720,23523,25347,26267,88662,9340,13565,13522,6217,206,424,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4192,3150,4285,2637,2961,2885,2611,1941,2344,2907,1544,2991,2065,3488,3395,1928,2156,2687,2059,2986,2746,2338,2657,2158,1026,2114,184,120,97,
应收账款(万元),10195,8456,5667,6847,4952,5129,5453,6414,5863,5977,6872,6478,6445,5997,6310,6742,5460,4558,4557,4022,3293,3385,3739,4445,857,466,371,1582,955,
预付款项(万元),620,665,763,802,756,377,685,704,432,165,439,257,192,83,2053,837,1550,567,1225,455,621,675,921,784,410,1115,7,9,7,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),202,133,96,82,85,97,101,103,91,78,146,221,119,140,410,1826,371,386,306,211,1100,108,784,451,335,303,143,70,54,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8736,8680,7875,7955,8259,8167,8548,8872,9362,9718,9387,9648,9028,9306,9829,9972,10313,10264,9742,9492,9393,9294,9247,9138,10146,9254,4466,870,697,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61970,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),66308,64372,68432,63862,66208,62533,66083,50789,65022,63968,45915,46448,53980,53627,53223,71675,75433,74727,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),95698,94260,91529,91165,88992,89757,89041,88240,89759,91926,105293,104668,104884,105775,104351,104416,105039,104403,102579,40689,42500,42067,106010,26317,26339,26774,11388,2856,2234,
