报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),5796,6756,7889,11926,8907,8793,5970,8649,5426,6684,2799,4783,5746,6509,3002,12452,11435,4532,3440,5072,8209,6019,11337,3290,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,60,37,--,--,--,--,--,--,--,--,--,--,--,2000,--,2000,--,--,--,--,47,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),99,--,136,122,--,89,--,209,213,169,115,56,245,307,217,353,--,236,300,375,551,202,3,--,
应收账款(万元),15665,12882,12762,15431,15214,11758,15692,17304,18631,13737,16762,15576,12438,10697,9464,10576,9495,8339,9415,9449,6142,6105,6661,2705,
预付款项(万元),126,124,136,82,122,109,252,810,792,118,7531,5826,153,270,177,276,117,81,417,275,638,2547,1659,79,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),808,639,804,1002,787,711,645,1891,2744,3938,183,767,891,661,765,1087,385,1048,1097,1225,1146,630,835,379,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22914,23297,20021,24034,24449,23005,15180,16759,14936,14662,12307,13650,12768,10022,7717,8174,11266,9805,8426,8798,8061,6360,6121,3577,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),771,576,474,295,461,511,491,708,944,590,481,790,342,484,--,--,--,--,--,--,--,--,--,1809,
流动资产合计(万元),46178,44335,42257,52892,49939,44975,38230,46330,43685,39897,40179,41449,32582,28950,23343,32918,34699,24041,23097,25193,24746,21910,26615,11840,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,269,269,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7586,7526,7484,6992,6919,6875,6798,6717,6575,6448,6267,6101,6025,5935,6000,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,59520,--,59125,--,57895,--,46829,--,45471,--,41217,--,39360,--,32450,--,32424,--,23675,13203,7882,6512,--,
累计折旧(万元),--,14743,--,13558,--,12290,--,11219,--,9714,--,8230,--,6881,--,6291,--,5426,--,4595,3923,2949,1923,--,
固定资产净值(万元),--,44776,--,45566,--,45606,--,35610,--,35757,--,32987,--,32479,--,26159,--,26998,--,19079,9280,4933,4588,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),44237,44776,45237,45566,45335,45606,35770,35561,35544,35757,33219,32987,32841,32479,25958,26159,26944,26998,19235,19079,9280,4933,4588,4339,
在建工程(万元),1764,1682,1713,1732,1750,1415,10605,9755,10578,8537,9113,8202,7818,7171,11285,9233,5941,2691,8389,6562,12349,5103,48,18,
工程物资(万元),171,197,121,157,143,129,105,109,168,165,189,222,161,184,149,123,89,106,1,14,40,42,25,10,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5458,5499,5540,5581,5622,5663,5696,5680,5719,5758,5784,5809,5823,5861,5889,5860,6202,6240,6243,6279,6330,6468,5119,459,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,262,255,20,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),72,60,60,72,68,55,226,233,96,80,89,88,63,50,44,49,44,39,44,44,29,28,31,3,
其他非流动资产(万元),219,132,62,122,299,188,1,--,--,1308,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),59507,59873,60216,60222,60135,59930,59470,58325,58943,58308,54681,53409,52730,51679,49326,41425,39221,36073,33911,31979,28027,16575,9812,4828,
资产总计(万元),105685,104207,102473,113114,110074,104905,97700,104655,102628,98205,94861,94858,85312,80629,72668,74342,73920,60114,57007,57172,52773,38484,36427,16668,
短期借款(万元),3000,4764,1007,5000,7273,10773,9600,10500,10858,11218,9198,4500,1300,2980,2000,2915,--,14500,14500,13800,12800,5000,7544,600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
