报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),57526,39472,88481,103511,66323,87522,108187,94530,83987,95523,67627,79491,60428,59878,128613,194094,60959,51076,65305,71104,73707,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8719,30354,23688,29080,23466,28818,19302,34385,22312,25918,37031,59610,47202,31653,13552,26811,8014,31473,13555,5464,10662,
应收账款(万元),319202,273591,246543,219156,252493,228950,218566,208006,250613,252465,223973,196156,193022,208774,186772,161075,138425,141769,105582,94796,67878,
预付款项(万元),45792,51924,45414,34866,42549,28597,30738,25207,30953,21376,29157,30941,33490,26318,52407,36107,57592,51845,47440,26354,43856,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),189,425,620,179,304,367,--,426,310,54,62,586,992,543,178,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,5463,5939,5257,5317,6257,5896,5154,6339,6806,7169,6451,8039,6559,7685,7177,7125,9340,8276,5897,7153,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),193927,200246,198720,215289,229153,234273,250371,238887,256732,249269,278494,261651,341999,366593,323866,311281,283931,233938,198503,133399,82306,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),62915,56209,49058,48982,48522,46665,606,46035,46781,46012,46813,60782,61165,61406,22881,5286,5376,--,--,138,--,
流动资产合计(万元),693820,657683,658464,656319,668126,661449,633667,652630,698028,697422,690326,695669,746337,761725,735956,741831,561423,519441,438660,337149,285562,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,130916,--,130610,--,129727,--,128951,--,125177,--,124325,--,123013,--,122509,122201,89673,89140,60166,56646,
累计折旧(万元),--,38655,--,35509,--,32317,--,29137,--,26073,--,22899,--,19739,--,16505,14797,13628,11435,7608,4222,
固定资产净值(万元),--,92262,--,95101,--,97410,--,99814,--,99104,--,101427,--,103274,--,106004,107404,76045,77705,52558,52424,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),90727,92262,93646,95101,95925,97410,98828,99814,97618,99104,99897,101427,101986,103274,104592,106004,107404,76045,77705,52558,52424,
在建工程(万元),29,29,32,29,653,289,207,162,5102,6637,4805,4485,4415,4216,4154,3615,4469,4398,4375,16851,3164,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),29409,29665,29939,30141,30245,30529,30771,30930,31109,31262,31407,31620,21252,21123,21244,21296,20324,20338,20488,20715,20961,
