报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),27933,32472,5508,6250,3311,4290,2797,7114,2279,4318,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3834,3057,2361,2321,2400,2090,2578,2570,3683,4007,
应收账款(万元),18473,15414,13417,14335,13782,11194,12763,9810,8876,4937,
预付款项(万元),734,1862,284,245,100,156,56,40,62,611,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),620,343,662,642,902,1222,1659,1648,2974,2672,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),5812,6084,5245,4319,4091,4383,3130,3348,3813,5726,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,137,127,104,75,38,--,--,--,
流动资产合计(万元),57406,59230,27613,28238,24690,23410,23020,24530,21688,22270,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),736,791,875,789,126,126,126,126,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,126,126,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),354,357,360,363,369,169,--,--,--,--,
固定资产原值(万元),--,20019,19923,19886,--,19514,--,7686,7292,7243,
