报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),19001,15696,8305,6968,6878,6462,5106,5691,4079,4244,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,22,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5834,6041,6972,6032,4041,6128,3993,4807,6422,3670,
应收账款(万元),9377,8915,6355,7292,6832,7322,9644,8304,5308,6562,
预付款项(万元),1270,390,759,311,502,651,647,686,857,1658,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),21,10,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),415,222,528,133,68,51,49,42,27,22,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),10608,12088,14014,8835,7614,7245,8714,8622,8572,7682,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6500,8270,129,506,217,216,200,246,246,633,
流动资产合计(万元),53026,51632,37063,30099,26152,28075,28353,28398,25510,24470,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,32502,--,32816,30471,--,28560,--,--,--,
累计折旧(万元),--,18176,--,17608,15268,--,11664,--,--,--,
固定资产净值(万元),--,14326,--,15208,15203,--,16895,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),14113,14326,14504,15208,15203,16149,16895,15064,15395,12183,
在建工程(万元),1094,1096,1038,1032,440,883,419,2015,224,1647,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3039,3064,3088,3078,3170,3262,3296,3341,3398,3159,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),94,103,95,93,90,103,113,108,58,46,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),18340,18589,18726,19411,18903,20398,20724,20528,19075,17035,
资产总计(万元),71366,70220,55788,49510,45055,48473,49077,48926,44585,41505,
短期借款(万元),330,330,6010,6010,6980,8105,10098,12098,12758,19150,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,38,--,7,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4848,4186,3441,2270,2878,3096,1793,2549,3572,2556,
应付账款(万元),4538,5205,9099,5329,4195,3406,5487,3259,2441,3076,
预收账款(万元),--,--,--,--,15,1,0,0,60,46,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),901,855,941,837,754,704,627,641,533,494,
应交税费(万元),353,246,--,193,269,247,472,497,117,96,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1571,1605,1288,1339,967,1966,699,2153,1378,438,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,4500,--,--,--,--,
其他流动负债(万元),81,81,52,81,81,81,81,81,81,52,
流动负债合计(万元),12622,12546,20831,16067,16139,22107,19258,21279,20939,25908,
长期借款(万元),--,--,--,--,--,--,4500,4500,4500,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,53,53,53,53,53,53,53,0,
预计非流动负债(万元),--,--,533,--,--,--,--,--,--,--,
长期递延收益(万元),464,484,--,524,605,686,--,767,848,--,
递延所得税负债(万元),3,3,24,24,5,5,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,727,--,--,944,
非流动负债合计(万元),467,487,611,602,664,745,5280,5321,5402,944,
负债合计(万元),13089,13033,21442,16669,16803,22852,24538,26600,26341,26852,
实收资本(或股本)(万元),10000,10000,7500,7500,7500,7500,7500,7500,7500,7500,
