报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),16627,17900,3280,3917,2818,2047,1546,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),7605,8332,6022,5055,5339,4470,3322,
预付款项(万元),1200,578,1044,620,892,1114,1499,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,41,9,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),3482,2850,2356,2409,1755,2759,1906,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),751,748,780,818,896,878,1129,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),427,423,451,413,224,111,20,
流动资产合计(万元),30094,30832,13934,13232,11923,11422,9431,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),692,698,705,712,739,766,793,
固定资产原值(万元),--,2734,--,2725,2849,--,--,
累计折旧(万元),--,932,--,879,879,--,--,
固定资产净值(万元),--,1803,--,1846,1969,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),1828,1803,1822,1846,1969,2015,2200,
在建工程(万元),29,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1421,1428,1439,1449,178,176,162,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,5,23,107,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),74,74,70,64,61,50,37,
其他非流动资产(万元),--,--,--,--,735,--,--,
非流动资产合计(万元),4044,4003,4036,4072,3686,3029,3300,
资产总计(万元),34137,34836,17970,17304,15610,14451,12731,
短期借款(万元),--,--,--,--,--,1000,300,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),4116,4957,4125,3710,3482,2943,2284,
预收账款(万元),1028,929,838,1115,1122,1352,1536,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),143,144,139,131,129,134,137,
应交税费(万元),380,240,222,681,709,138,450,
应付利息(万元),--,--,--,--,--,2,1,
应付股利(万元),--,1600,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),49,70,64,119,107,259,224,
