报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),117645,141821,156417,151116,169478,138200,101353,90457,96926,136885,129900,89314,101923,147869,125248,119014,85799,162759,88480,107595,103488,140759,115744,119559,124911,132625,123845,137425,150769,178349,169885,176344,180349,233679,223498,123578,130898,123808,131811,160136,129189,122974,148297,148568,153827,175691,163688,195753,196870,140734,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),18565,14611,10631,13592,21157,30720,31336,24124,26749,32664,30175,38788,33108,30493,31844,41471,38440,26299,34305,31637,24310,28076,33663,36057,26734,39774,28859,15186,28731,24279,22043,18107,28573,27867,31293,27073,33692,27598,26077,26037,22977,21451,24973,19624,17891,18637,17672,18442,11974,17273,
应收账款(万元),137686,169582,151472,158606,158537,154198,182573,188916,180642,189130,159831,153096,147513,151209,124018,122638,128076,133649,88143,92193,81273,79308,89551,101077,88364,92846,93904,80260,62644,75053,97646,98618,87895,85535,96545,90350,90106,74931,77730,59547,58414,50482,67686,72359,76327,61950,69798,61931,58327,54549,
预付款项(万元),19496,27015,30885,22098,15188,23789,14023,19538,9908,16144,18295,16380,19863,14632,7951,6232,13149,10954,50248,2372,6539,2303,6990,6249,8294,7709,13087,14756,9008,11106,11873,4365,6375,2795,14507,2550,9527,14630,18543,18997,18153,16367,24208,25439,26375,24873,21652,20049,23414,18713,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
