报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),127840,164815,129502,155216,132012,140385,109566,124681,119500,139633,76811,94497,83065,115465,90882,103835,116567,145698,110973,96462,147896,38613,32330,37687,39718,47689,43838,49518,53775,64731,48742,52236,59110,75955,56014,64114,47737,49479,41727,39737,56396,57515,13128,10369,15151,8734,4755,
结算备付金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收票据(万元),157274,178604,120208,100985,143860,162760,98606,86178,98947,103828,76320,63163,83292,86620,45469,43899,51726,56939,25798,26034,37177,41927,23400,22686,20014,28727,18905,18762,18371,20941,16083,17123,17041,18137,12253,6842,8991,10901,8976,3984,6654,7603,3732,2840,3146,2117,924,
应收账款(万元),340689,291788,325991,308219,263608,214654,278628,269988,237795,186518,240830,219807,192888,162267,191783,168226,160981,137510,132049,123364,106722,92085,109145,99937,88039,68954,87000,82432,71378,58322,68400,58133,50108,44364,50403,46884,46189,38706,41608,38917,33345,17929,22536,20322,15220,10466,6956,
预付款项(万元),7013,5514,5268,4767,4239,6198,7109,6687,7781,7315,7674,6997,10360,8803,10299,9969,8192,6417,6171,5393,4474,3907,4203,3494,3287,3663,3748,3259,4211,2805,4044,2720,2911,2714,4406,4548,4332,3658,7944,6814,6176,1136,1175,1007,838,752,243,
应收保费(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收利息(万元),236,496,569,362,206,360,300,166,86,69,147,127,162,172,420,441,838,538,841,499,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,0,--,21,--,--,--,21,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,0,0,0,
其他应收款(万元),6918,3892,4993,4475,4747,3079,4234,6978,3647,2776,4468,4063,4017,2803,3441,3308,2960,2387,2536,2705,2807,2193,3653,3435,3954,3522,4064,2745,3366,2628,4048,4068,9279,3185,2719,1657,3247,3572,4514,2789,2994,581,628,409,1208,502,449,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,0,
