报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),51089,77567,53769,64294,69733,76414,74661,72579,70937,72377,20042,20917,20402,18351,13958,7706,7435,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),10234,8132,5700,4980,7119,4460,5454,4359,4591,4950,5222,5704,3647,5480,3836,2545,1488,
预付款项(万元),2746,216,225,158,187,111,166,76,137,51,40,67,163,32,30,4172,16,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),49,46,49,56,47,48,56,99,67,42,185,149,126,105,93,8,5,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),110,46,54,57,63,57,29,45,23,83,89,75,96,87,3,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),7,8,8,9,10,11,14,19,22,25,10,5,10,14,4,14,81,
其他流动资产(万元),26621,4519,27583,16000,10026,4371,703,889,1051,654,873,889,609,644,287,260,66,
流动资产合计(万元),90865,90534,87389,85554,87186,85472,81083,78068,76829,78181,26461,27806,25052,24712,18211,14706,9090,
发放贷款及垫款(万元),1400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5149,5179,4879,4590,4590,4190,3280,2780,2015,1700,200,100,100,100,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),46,58,53,55,65,65,65,82,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,7290,--,7249,--,7102,--,7050,--,6847,6810,6717,6531,6486,6231,--,--,
累计折旧(万元),--,2450,--,2256,--,2005,--,1723,--,1445,1305,1166,1034,907,492,--,--,
固定资产净值(万元),--,4840,--,4993,--,5098,--,5327,--,5402,5505,5550,5497,5579,5739,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),4803,4840,4942,4993,5019,5098,5203,5327,5366,5402,5505,5550,5497,5579,5739,313,247,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),164,155,161,155,120,125,123,128,132,108,112,117,108,112,80,62,2,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7,9,8,10,12,14,16,18,21,25,52,34,10,16,7,5,19,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),360,422,466,426,507,507,370,313,330,474,330,277,267,371,241,177,103,
其他非流动资产(万元),800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),12730,10663,10510,10230,10312,9998,9057,8648,7863,7710,6200,6078,5983,6178,6067,557,371,
资产总计(万元),103595,101197,97899,95784,97497,95470,90140,86716,84691,85891,32661,33883,31035,30891,24278,15263,9462,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),1210,1557,1493,1698,2117,1754,1448,1417,1175,1327,634,572,665,594,519,14,20,
预收账款(万元),45,7,78,64,133,41,21,17,3,393,15,2,2,16,90,153,535,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),601,1509,607,605,596,1494,598,573,583,1340,532,478,520,1043,725,542,416,
应交税费(万元),105,214,168,262,183,112,109,184,67,209,271,120,82,174,164,663,731,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3755,2037,1922,1656,1226,1455,1379,1003,2327,2970,1401,1031,915,1073,838,553,449,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5716,5324,4268,4284,4256,4856,3555,3194,4155,6240,2852,2204,2183,2900,2337,1925,2151,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,8,11,16,18,21,24,27,30,33,38,62,11,23,42,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,8,11,16,18,21,24,27,30,33,38,62,11,23,42,0,
负债合计(万元),5716,5324,4276,4295,4271,4874,3576,3218,4182,6270,2885,2242,2245,2910,2360,1967,2151,
实收资本(或股本)(万元),24000,24000,24000,24000,24000,24000,24000,24000,12000,12000,9000,9000,9000,9000,4500,4500,4500,
资本公积(万元),33688,33688,33688,33688,33688,33688,33688,33688,45688,45688,1098,1098,1098,1098,1098,1098,1098,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6114,6114,5888,5674,5254,5254,4850,4544,4156,4156,3757,3757,3391,3391,2335,1068,154,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),34078,32072,30047,28127,30285,27655,24026,21266,18665,17777,15921,17786,15301,14491,13985,6631,1559,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),97879,95873,93623,91489,93226,90596,86564,83497,80509,79621,29776,31641,28790,27980,21918,13296,7311,
少数股东权益(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),97879,95873,93623,91489,93226,90596,86564,83497,80509,79621,29776,31641,28790,27980,21918,13296,7311,
负债和所有者权益(或股东权益)总计(万元),103595,101197,97899,95784,97497,95470,90140,86716,84691,85891,32661,33883,31035,30891,24278,15263,9462,		
  
