报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),54173,37131,55123,47308,62286,56434,35259,56714,71995,64479,67928,29569,32545,36279,22386,29936,23141,21251,15044,33992,39306,41204,24881,15786,20266,17618,23724,40722,32532,57299,13861,9710,9731,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,21699,20200,20000,--,1700,1500,--,--,400,--,500,--,9000,7400,100,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),479,1916,2223,11015,5087,4904,1618,7079,1841,810,771,5610,3898,941,2246,5620,1084,2259,184,5343,4626,2359,2240,5576,3789,1277,1741,1706,3921,2696,3005,170,142,
应收账款(万元),127592,114420,140944,130165,110160,106912,87790,72702,57882,82714,52187,41949,59554,59027,44183,32352,40315,43768,37475,15529,30620,34303,15370,16295,23859,30259,21158,11684,20591,30468,10359,11057,9548,
预付款项(万元),55542,49955,35947,28882,76332,59419,43647,41035,64116,32513,21486,10412,12524,8813,13501,7066,3813,2814,4085,4155,3379,4497,3177,3790,3597,2847,4747,2213,2871,2170,2382,3540,1524,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),970,1270,1720,1270,920,950,325,614,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),--,12504,6214,8069,4305,2947,3318,2678,2429,2407,2899,2657,4668,1497,1050,1065,939,2616,1151,714,623,548,680,594,1545,341,363,383,216,306,205,623,8481,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
