报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),17910,41397,33576,32202,37663,42297,28252,28303,50678,29862,24434,23279,21112,20646,17648,18201,19393,19301,17841,18104,20695,20719,19815,20899,22395,26267,24188,2036,3897,1920,594,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),1103,531,688,1186,1363,898,1003,97,283,842,610,1330,1604,2865,717,661,1015,1816,1478,1235,1751,1937,2879,2490,2483,2855,865,995,781,265,138,
应收账款(万元),20572,22274,20771,21356,22753,24440,30251,29714,21662,18855,17163,16684,17199,12763,14169,12405,10971,10193,10461,10151,10076,10521,10618,9002,8756,7770,5435,7607,4059,2827,652,
预付款项(万元),1978,1841,1399,3137,1450,1125,1277,920,2642,445,1109,1204,1143,316,198,367,267,172,169,172,230,141,746,437,119,222,270,92,9,34,102,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),20,145,145,133,200,204,183,207,198,174,220,298,270,144,128,359,349,281,219,263,187,135,51,406,217,182,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),1273,997,1058,1065,1081,803,1165,1210,1082,1439,1435,1147,2305,264,313,332,281,247,349,346,356,139,230,149,123,66,89,79,57,1,504,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),11242,9206,12693,11524,10195,9051,10219,10117,9832,5513,8738,9729,9893,3193,4109,4562,3745,3404,4268,3530,3945,3376,3985,4261,3884,2389,1455,1663,1552,1412,1688,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),27730,6197,1219,1411,1088,1090,488,590,682,500,578,595,608,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动资产合计(万元),81829,82588,71550,72014,75792,79908,72838,71159,87549,57629,54286,54266,54134,40206,37280,36888,36020,35413,34786,33800,37239,36968,38324,37644,37978,39752,32302,12473,10355,6458,3679,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),4176,4176,4176,676,676,676,1084,1084,884,884,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),1029,1029,436,--,--,--,--,--,--,381,86,113,138,148,163,172,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),--,3494,--,4035,--,3931,--,3839,--,3203,--,5795,--,4953,--,4996,--,4833,--,4814,--,4636,--,4218,--,4140,--,--,1617,1592,0,
累计折旧(万元),--,1875,--,2536,--,2430,--,2282,--,1922,--,3461,--,2600,--,2408,--,2177,--,2029,--,1803,--,1375,--,1209,--,--,425,329,0,
固定资产净值(万元),--,1619,--,1499,--,1501,--,1557,--,1281,--,2333,--,2353,--,2588,--,2656,--,2785,--,2832,--,2842,--,2931,--,--,1192,1263,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),1387,1619,1470,1499,1508,1501,1509,1557,1591,1281,2222,2319,2437,2353,2464,2588,2552,2656,2700,2785,2752,2832,2797,2842,2864,2931,1308,1326,1192,1263,1244,
在建工程(万元),6280,5527,5269,4507,3110,1889,1692,1005,90,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),5357,5759,5866,6388,6287,6754,6248,6760,7272,5249,5096,4944,4694,126,137,150,164,177,191,203,216,230,37,40,43,55,171,48,55,30,1,
开发支出(万元),1828,1431,914,331,598,488,975,744,544,355,105,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),82300,82300,89425,89425,89425,89425,90205,90205,89792,27228,27982,26190,26189,5439,5439,5439,5439,5439,5439,5439,5439,5439,1311,1311,1311,1311,--,--,0,0,0,
长期待摊费用(万元),83,67,173,114,127,117,164,173,214,58,115,90,101,107,167,142,167,117,32,43,57,70,84,98,96,133,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),552,567,1769,1642,1379,1252,1092,1040,1771,1889,960,1057,954,775,220,237,200,204,174,168,207,208,156,156,155,179,34,60,37,34,37,
其他非流动资产(万元),--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),102992,102480,109497,104581,103110,102101,102969,102568,102158,37416,36567,34752,34513,8948,8589,8728,8521,8593,8536,8638,8671,8779,4386,4448,4469,4609,1513,1434,1284,1328,1282,
资产总计(万元),184821,185068,181046,176595,178902,182008,175807,173727,189708,95045,90853,89018,88646,49154,45869,45615,44541,44006,43321,42438,45910,45748,42710,42092,42447,44362,33815,13907,11639,7786,4960,
短期借款(万元),1000,1000,1000,800,800,800,800,500,3493,2500,2500,3155,1760,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,100,670,1353,782,--,200,620,740,720,800,600,800,2011,2211,1800,1900,--,--,0,0,0,
应付账款(万元),7541,7260,3353,4767,4644,5191,4789,4665,3908,1493,3300,3121,4708,3348,4235,3422,2551,2427,3009,2856,3564,3561,3673,4019,3653,4822,953,3031,1728,975,1110,
预收账款(万元),1532,856,3321,2538,3431,2397,4897,4008,2690,1316,3064,2556,2706,433,188,870,279,139,238,159,115,151,625,89,256,279,67,33,46,230,148,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1321,1589,817,1001,1484,1874,774,821,1069,1189,476,485,695,631,346,378,384,437,218,216,382,477,206,214,237,375,81,56,127,154,29,
应交税费(万元),3453,4792,4474,3331,2883,4340,349,1789,12,3312,1156,761,560,869,93,691,550,371,85,90,1196,1395,-47,-129,192,999,310,582,373,330,139,
应付利息(万元),--,2,--,--,2,3,15,10,8,7,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,1,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),846,563,939,1270,661,918,3475,3722,22371,1166,1353,1294,4506,131,156,153,115,184,129,115,2144,2184,155,159,971,1139,124,--,0,0,218,
