报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),11181,11756,8866,14068,14647,15971,15661,28765,12178,15093,6535,8850,6702,12179,8859,10093,9512,14115,13820,16167,16156,15955,16500,13603,14058,27293,30633,32219,33225,34806,37716,43047,7306,9994,5771,5039,6201,4133,2496,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
交易性金融资产(万元),1282,--,1,1,1,1,--,--,--,--,--,--,--,--,--,4538,2362,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,240,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收票据(万元),3242,2612,2753,1886,2012,2725,1552,1299,2190,2207,1821,2494,2203,1324,2044,2170,2623,3803,3776,2969,2389,2069,585,1032,1032,2635,1985,1487,1700,2634,1084,1790,1079,1712,594,290,267,120,1107,
应收账款(万元),28026,28411,18891,17866,18301,19013,15342,16835,15892,17238,18609,19240,19830,21334,20922,28257,28732,29984,29961,30230,27233,28315,25353,21451,20806,18026,20967,21810,18743,19508,18797,16935,14880,14104,11432,11743,9749,10492,5773,
预付款项(万元),4190,2881,1694,659,550,343,900,583,636,383,1638,1647,1742,1359,2046,2691,2403,1179,1826,2937,3734,4125,7588,8175,5086,4105,1111,1825,1759,1127,824,850,1212,587,532,670,256,448,196,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,6,8,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
其他应收款(万元),--,5134,6307,6651,6825,5993,8524,7409,7509,7176,8313,8252,9983,7096,7288,7081,6623,5390,5369,4201,2991,2908,1938,2428,4446,3786,2896,3638,2264,2111,1949,1878,1306,670,588,575,461,1111,1749,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
存货(万元),3076,2781,2950,2635,2145,2273,3583,2712,3271,3107,4478,4917,5214,5207,5738,6064,5802,5153,6232,5571,5457,5226,5954,5915,6573,5981,6533,5849,5585,4730,4257,3277,2867,1883,1241,772,613,648,233,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,
其他流动资产(万元),4787,3654,9741,331,12486,13579,8877,13011,10329,9236,11070,8478,8025,2251,1103,100,4820,2271,5301,4750,1650,7750,8650,11550,10500,1800,1600,0,1200,800,--,--,0,0,0,--,--,0,6,
流动资产合计(万元),61413,57229,51201,44097,56967,59898,54440,70613,52006,54441,52465,53884,53707,50759,48001,60994,62878,61895,66285,66826,59609,66348,66569,64154,62502,63625,65725,66828,64476,65716,64628,67778,28651,28949,20159,19090,17547,16952,11800,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
可供出售金融资产(万元),--,5291,5335,4719,4891,5022,3437,2549,2941,5104,5261,5341,5282,3094,2700,--,--,999,999,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1599,--,1920,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
长期应收款(万元),313,327,334,341,348,354,1448,1571,1658,591,664,730,791,568,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
长期股权投资(万元),0,--,--,--,--,--,807,859,923,979,1095,1177,830,6800,9239,8502,8680,8822,9005,10047,11876,8794,8970,8970,8592,5392,--,--,--,--,--,--,0,0,0,--,--,30,153,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
投资性房地产(万元),9326,9466,9652,9781,9183,9281,--,--,--,--,151,155,159,163,167,171,175,179,183,187,191,195,199,203,207,211,215,219,224,228,232,236,240,244,260,264,276,148,158,
固定资产原值(万元),--,24975,--,24957,--,23955,--,33290,--,28930,--,26938,--,26595,--,16747,--,16261,--,10430,--,8172,--,8080,--,7917,--,7900,--,7880,--,7250,0,6978,4686,--,--,--,0,
累计折旧(万元),--,7483,--,7561,--,6790,--,7090,--,5957,--,6375,--,5458,--,4584,--,3945,--,3610,--,3306,--,3030,--,2727,--,2505,--,2241,--,1901,0,1550,1125,--,--,--,0,
固定资产净值(万元),--,17491,--,17396,--,17165,--,26200,--,22974,--,20563,--,21137,--,12163,--,12316,--,6820,--,4866,--,5050,--,5190,--,5395,--,5639,--,5349,0,5428,3560,--,--,--,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
固定资产(万元),--,17491,17070,17396,17034,17165,26027,26200,24779,22974,20434,20563,20873,21137,21413,12163,12365,12316,6749,6820,4756,4866,4938,5050,5119,5190,5381,5395,5517,5639,5433,5349,5407,5428,3560,3593,3767,3278,1489,
在建工程(万元),--,339,2139,2003,3395,3437,1974,1926,1881,3290,6670,6425,5422,4805,5156,4725,3763,3301,7039,6564,6043,5331,4908,4470,3505,3284,2058,1659,974,687,51,30,30,27,1676,1334,452,109,693,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
无形资产(万元),3772,3562,3616,3639,3693,3743,3622,3681,3551,3630,4499,4531,4542,4572,4627,4680,4680,4687,4726,4746,3624,3053,3072,3088,3105,3122,3150,2548,2563,2577,2593,2608,2622,2492,1508,1517,1543,1449,1533,
开发支出(万元),--,--,--,--,--,--,138,138,138,138,101,101,101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,
商誉(万元),50290,50290,50290,50290,50290,50290,50717,50717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,
长期待摊费用(万元),31,33,53,59,65,71,226,133,64,48,7,7,8,--,--,--,--,--,--,21,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
递延所得税资产(万元),1666,1697,1486,1461,1534,1472,1303,1211,1149,1091,1155,1025,939,949,1064,1156,977,790,636,608,533,522,456,419,376,358,230,254,235,232,201,142,121,116,103,100,102,73,81,
其他非流动资产(万元),--,--,--,--,--,--,--,--,10,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,0,0,
非流动资产合计(万元),87632,88497,89973,89689,90432,90834,89699,88985,37092,37854,40037,40055,38947,42088,44366,31396,30639,31094,30934,28994,28943,22761,22543,22201,20904,17558,11034,10076,9513,9363,8510,8364,8419,8307,7107,6809,6140,5087,4108,
资产总计(万元),149046,145726,141175,133786,147399,150732,144139,159598,89097,92295,92502,93939,92654,92847,92366,92390,93518,92989,97219,95820,88553,89109,89111,86355,83406,81183,76759,76904,73989,75079,73138,76142,37070,37256,27267,25899,23686,22040,15908,
短期借款(万元),12300,12300,9600,2000,6100,6100,6800,1300,3000,5500,9600,9600,8600,8600,6000,8000,9550,9500,13326,11956,6956,6956,6710,6280,6380,4500,100,100,--,--,--,2900,4400,2900,2450,2450,3390,1700,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应付票据(万元),--,81,--,--,--,--,--,--,--,75,--,--,--,--,50,50,--,40,40,0,150,1026,2076,1200,--,--,259,259,--,200,600,400,765,2285,900,1672,100,35,0,
应付账款(万元),--,2580,--,2219,2542,3136,2233,2461,2390,1900,2321,2296,2398,2213,1594,1151,770,1506,1236,828,1083,1327,1281,1622,935,648,1083,1824,652,1265,1458,1815,982,1411,1243,1352,1897,5192,3200,
预收账款(万元),466,255,148,129,363,347,652,435,246,1255,578,504,461,339,905,932,606,647,832,679,786,591,603,504,1185,1459,369,417,543,487,268,185,104,280,228,178,95,336,327,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应付职工薪酬(万元),286,653,279,259,232,676,263,279,172,377,159,143,121,129,134,127,122,107,100,97,107,90,95,96,85,90,100,87,82,76,73,78,75,79,92,83,126,56,80,
应交税费(万元),1533,1907,900,1034,1678,1987,1133,1091,899,912,325,353,290,326,466,329,716,880,1561,1392,1761,1843,1700,1516,1144,1254,1264,1050,911,1657,1454,1112,957,1005,1414,1130,940,1058,756,
应付利息(万元),149,124,--,27,25,18,7,0,0,0,10,17,22,17,14,13,18,18,21,20,8,10,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,445,--,--,--,--,0,0,0,0,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
其他应付款(万元),--,6426,7368,6771,6578,6861,1811,22059,4204,3191,1523,1544,1021,928,653,1080,2000,888,520,404,351,381,807,245,250,305,302,265,319,341,208,595,93,215,75,94,1301,356,1141,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,3000,3000,3000,1000,1000,75,145,105,210,315,420,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,113,113,388,374,200,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,0,3,
流动负债合计(万元),24481,24325,21552,12438,17518,19126,12900,30625,13911,16210,15516,15457,12988,12696,9921,11892,14097,14006,17635,15375,11201,12224,13272,11463,9978,8256,3477,4447,2507,4025,4061,7085,7376,8176,6516,7073,8236,9107,5707,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,3000,3000,4000,4000,4145,1145,1145,1145,595,700,700,628,628,428,--,--,--,0,--,--,--,--,0,0,0,0,113,501,1400,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,1157,1157,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
长期递延收益(万元),352,360,368,376,384,392,368,375,382,390,--,405,--,419,427,434,441,449,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
递延所得税负债(万元),35,20,20,78,105,126,162,153,211,86,104,152,151,263,258,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,6,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,429,--,412,--,--,--,--,--,506,569,624,678,720,774,890,1006,1087,1217,803,877,794,862,929,997,452,50,100,167,0,
非流动负债合计(万元),387,380,387,454,489,518,529,528,594,476,3534,3557,4563,4682,4829,1582,1589,1596,1103,1272,1326,1308,1350,1205,892,1008,1089,1219,805,879,796,863,931,998,1610,1208,214,668,1406,
负债合计(万元),24868,24705,21940,12893,18008,19644,13429,31153,14505,16685,19049,19014,17551,17379,14750,13474,15686,15602,18739,16647,12527,13532,14622,12667,10870,9264,4565,5666,3312,4903,4857,7949,8307,9174,8126,8280,8450,9775,7113,
实收资本(或股本)(万元),30683,30683,30801,30662,30662,30662,30107,30107,26051,26051,26051,26051,26051,26051,26204,26204,26204,26204,26204,13128,13128,13128,13000,13000,10000,10000,10000,10000,8000,8000,8000,8000,6000,6000,5600,5600,5600,5600,3000,
资本公积(万元),86044,85797,86405,85561,85154,84747,82812,82812,32301,32301,32301,32301,31869,31869,31386,30507,30507,30507,30579,39991,39945,39945,39282,39282,41282,41282,41282,41282,42482,42482,42482,42482,6434,6434,2634,2634,2634,3054,1099,
减:库存股(万元),6194,6194,7575,6566,6174,3564,--,--,--,--,--,--,--,--,411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,
盈余公积(万元),3205,3205,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2808,2808,2808,2808,2512,2512,2512,2512,2269,2269,2269,2269,1746,1746,1746,1746,1162,683,683,314,3794,
