报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10735,32941,25272,20134,23130,12998,14652,19247,15907,22715,23929,23031,32030,2659,5897,2628,4559,2742,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),19108,--,4013,--,--,7040,7040,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),239,518,463,300,--,--,--,--,--,29,201,250,200,--,80,160,--,--,
应收账款(万元),16027,7464,5602,6693,8192,7992,8298,13620,13822,12605,9996,12730,12754,6644,3440,2346,2529,1434,
预付款项(万元),1672,2126,551,2235,2225,2143,1284,2040,1221,635,611,712,624,1737,743,1399,1021,797,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),710,13,13,16,13,15,15,20,114,19,20,20,20,30,30,29,8,10,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),23703,28059,24494,27930,23844,21288,18057,14914,11927,12099,12130,13103,10270,14349,15546,18696,12687,9759,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),4511,444,946,954,563,6098,5442,5000,12000,--,--,--,--,--,--,--,800,--,
流动资产合计(万元),76705,71565,61354,58262,57968,57574,54788,54841,54991,48102,46886,49847,55898,25419,25737,25258,21603,14742,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
